non_performing_account_id,non_performing_amount,tier1,risk_weighted_assets,created_date,account_id,description
7392,882820,511501,249441,2019-09-28,29023,xyz
28792,468802,284607,747992,2023-03-11,37785,abc
25313,210520,610775,842965,2020-11-20,4593,abc
20503,948980,766055,370421,2022-01-31,28532,xyz
33825,562963,535339,613544,2023-02-22,12063,xyz
12602,272959,287197,388035,2021-01-15,27660,xyz
17029,820568,924355,109692,2019-09-04,14649,abc
35250,677666,196354,104340,2022-08-11,20338,abc
31076,917880,325509,248088,2022-10-30,15986,xyz
12030,244000,662322,791834,2021-07-03,28721,abc
4953,248823,499963,835447,2020-03-07,21795,xyz
37257,438835,376989,794703,2019-10-06,30576,xyz
29636,847298,190758,700615,2020-12-23,24239,abc
32887,978271,939981,453146,2020-12-06,20686,xyz
21490,822387,600777,796031,2021-03-19,22646,abc
11448,457788,348820,654811,2022-12-17,10583,xyz
15587,937710,890024,520653,2019-12-08,11289,abc
1496,765142,582690,408242,2021-01-03,25252,abc
194,291583,481070,316067,2020-11-07,35897,abc
21925,724202,119669,137087,2020-03-20,13998,xyz
15257,192833,847751,134423,2023-01-18,16842,abc
14517,162039,345840,903462,2020-10-13,3610,abc
32112,307985,805084,390806,2020-01-14,3960,xyz
8265,858343,205806,628128,2021-01-27,27358,xyz
11574,710315,361573,281617,2022-12-20,13669,xyz
24831,179633,278455,675672,2019-07-28,2688,xyz
26453,774973,889661,820672,2019-09-22,20412,abc
21884,863679,262468,119413,2022-06-08,7794,xyz
2319,336734,642972,654904,2022-11-27,2396,xyz
37998,431708,810446,836555,2022-10-30,14107,xyz
26226,391012,155429,565510,2019-10-07,10516,abc
32459,816020,824707,192396,2021-08-28,21648,xyz
22961,550630,461107,855184,2022-05-14,12753,abc
24975,275487,736659,823364,2023-05-14,24572,abc
38352,401219,331628,391306,2019-11-06,39298,xyz
10958,293255,399331,909734,2021-11-12,10897,xyz
15324,440494,833404,656963,2022-12-29,20535,xyz
33536,812793,467377,736057,2022-04-15,38047,abc
5193,367124,532721,256101,2022-02-10,39538,xyz
8420,328601,794179,471753,2020-07-31,8124,abc
6691,253781,452120,851656,2019-08-13,29870,xyz
17711,283533,880912,918731,2020-08-18,18540,abc
2758,873045,306586,611046,2022-12-16,8149,abc
33983,277814,182667,893603,2021-06-18,16558,abc
12515,259714,769366,149785,2020-01-10,7201,abc
38546,950108,372569,743495,2021-03-21,7208,xyz
5103,878277,993585,968981,2021-01-04,19479,abc
27993,839443,247387,117291,2021-08-24,35608,abc
25721,329877,767757,793007,2023-01-09,37275,abc
2549,939660,457353,529253,2020-04-28,26877,abc
21711,421355,837639,524414,2022-03-12,16552,xyz
20018,200869,604859,151740,2022-03-28,12240,xyz
35629,121246,466943,921637,2022-11-05,3890,abc
4862,484985,812946,718082,2021-07-18,3740,xyz
7328,102643,517964,209444,2019-08-18,33267,xyz
2284,980475,637962,306053,2020-07-11,953,abc
16593,193651,256574,337874,2020-04-21,26908,xyz
25727,414784,740310,403916,2022-01-16,22369,abc
5642,569862,742810,266253,2022-02-12,724,xyz
3429,281408,324058,867942,2020-02-17,13166,xyz
2309,163845,451793,857061,2019-12-06,3428,abc
16200,512188,895696,705724,2020-09-21,16532,xyz
24470,968063,156026,535920,2021-12-19,36517,abc
666,155509,279295,829699,2022-10-28,6993,xyz
6066,269315,544995,463829,2023-04-07,20800,xyz
15985,267875,977438,975165,2023-05-29,32515,abc
36824,202941,720618,387584,2020-10-21,4344,xyz
5187,578756,978471,689549,2022-10-24,13378,abc
34933,186470,823017,234212,2021-11-14,39247,xyz
16606,858993,593384,403276,2019-08-02,4592,xyz
32679,446116,394826,628563,2019-09-09,38020,xyz
21107,781898,360939,663265,2022-01-13,28819,xyz
17113,473766,982495,510380,2021-04-24,11238,xyz
25733,902959,473425,936901,2019-10-19,18192,xyz
14419,190776,697205,642295,2020-08-15,28741,xyz
32011,764016,756929,362471,2019-10-07,159,xyz
38909,551664,184129,365059,2022-01-13,36678,abc
20611,857916,772180,852198,2022-04-04,23102,abc
19384,882079,981510,944697,2021-04-11,871,abc
14024,275336,929321,455226,2022-07-06,8244,abc
5272,998405,288180,739264,2020-05-02,13345,xyz
5225,398552,208757,559401,2021-08-15,34728,abc
35265,510611,118183,791216,2021-07-04,25218,xyz
4134,407274,795680,385064,2021-10-02,30788,abc
12586,897145,795519,533717,2022-05-25,24762,abc
1194,807535,177804,318722,2020-11-28,17931,abc
19873,385174,697414,251485,2020-08-02,23599,abc
11156,931769,916643,969164,2023-06-14,30569,xyz
3752,112018,190047,447553,2023-07-01,5722,xyz
6741,150246,950602,995210,2023-05-31,35348,xyz
3774,742871,859495,686150,2020-06-22,17147,xyz
33501,697552,147711,305094,2022-02-28,8963,xyz
654,730468,506984,317478,2022-09-14,24032,abc
19445,519300,458686,789142,2023-01-28,7806,xyz
2424,526790,339041,667880,2020-10-17,7248,abc
9105,758305,578426,574250,2023-03-30,14287,xyz
35214,895801,270938,468302,2023-01-11,4517,abc
33154,857380,561992,374907,2021-11-24,37799,abc
35107,662831,172466,925790,2022-05-22,13193,abc
19115,196883,944757,636280,2022-01-07,23078,abc
18237,354003,484079,167581,2021-05-28,33830,xyz
24339,861500,841100,641699,2020-08-23,1186,abc
905,964520,921511,985098,2021-04-19,23589,xyz
18856,635203,318555,224416,2020-07-17,1448,xyz
23387,681019,371872,753596,2021-10-30,33001,abc
26851,628456,328482,784299,2021-10-19,19497,abc
26234,519689,116385,394582,2021-02-28,33676,xyz
39475,801599,721932,423292,2023-04-14,1799,abc
37851,438635,996743,654448,2022-06-22,37701,xyz
25651,102097,750808,556271,2022-09-11,12479,xyz
35792,552278,881832,137671,2022-03-20,33045,xyz
20707,434256,437171,407758,2020-06-28,18992,xyz
19351,599990,490019,438747,2019-08-01,31928,abc
17703,476033,196797,957992,2019-12-02,3150,abc
3368,654602,153207,729417,2020-08-02,7456,xyz
14653,654441,766070,855544,2021-02-16,31898,xyz
29324,604419,847520,356385,2019-10-22,15687,abc
4164,466174,486985,493938,2021-06-08,21181,abc
24039,144308,501319,822617,2023-05-31,32105,xyz
39944,968973,814444,548112,2022-07-21,11779,abc
27775,823032,570274,485256,2020-12-10,23456,abc
15679,203819,820924,630025,2023-05-11,6019,xyz
9770,274508,344288,376342,2020-11-14,36859,abc
21157,122137,783159,841941,2021-03-17,30789,abc
3861,417296,849319,676914,2021-02-10,7195,abc
1059,253758,258153,294989,2020-07-09,2601,abc
14502,918984,124658,924974,2022-02-22,10483,abc
15308,895763,481793,675112,2022-11-24,17585,abc
31200,334154,397745,743386,2019-12-01,6626,abc
30650,429706,491447,711797,2021-03-20,16376,xyz
14050,446047,908537,621534,2021-04-04,20925,xyz
12837,448789,664668,544485,2022-08-19,21637,xyz
37585,157480,451832,993601,2022-04-05,12232,xyz
5861,462420,365335,968264,2022-04-21,10197,abc
26592,535785,827163,147435,2020-02-12,28535,abc
2513,432770,227205,413599,2020-02-14,20101,xyz
32548,822101,771914,940947,2019-11-26,36614,xyz
14806,565969,525356,670532,2022-07-08,10752,xyz
15208,584635,928759,195076,2021-02-20,30556,abc
18953,326935,285963,726124,2020-01-11,2723,xyz
36545,960293,469853,714684,2019-10-15,2120,abc
36104,335199,548841,235926,2023-06-16,1962,abc
1704,690716,883093,974365,2020-04-13,5562,abc
38561,562128,103244,373665,2020-05-06,19435,abc
8816,813950,625466,362193,2021-08-14,24482,xyz
26563,250163,314173,746735,2021-05-07,28982,xyz
20426,226089,600340,330808,2020-03-30,23568,abc
31665,832062,517283,395886,2021-03-23,17676,abc
23209,348588,680763,279109,2023-02-28,13680,abc
33888,594176,853633,148087,2021-06-05,35306,xyz
17888,477281,876980,352364,2021-03-11,29863,xyz
24793,545524,278365,560980,2023-01-13,26419,abc
39614,909168,405907,241651,2021-11-05,15831,abc
29688,816962,229382,980111,2019-12-07,5481,xyz
17129,211084,840333,877407,2021-04-16,5568,xyz
2090,869049,857710,121040,2021-05-16,11541,abc
7150,620946,632162,265292,2022-01-12,16738,xyz
23880,787490,500302,381027,2022-11-15,20821,abc
26332,358689,147203,453039,2019-09-24,2570,abc
20617,922344,583522,852068,2020-06-14,31410,abc
7602,355802,354195,241889,2020-10-05,21840,xyz
17622,499694,386643,444658,2019-12-10,6205,abc
5666,667575,866311,893621,2022-06-04,28659,abc
5134,374702,402668,199051,2021-11-14,8180,xyz
1862,755786,605335,234663,2022-07-30,37357,xyz
19862,132712,528604,520331,2021-07-14,27765,abc
19651,596677,881770,399660,2022-12-17,9363,xyz
17933,224605,631063,321206,2022-02-05,24963,xyz
24707,484328,393864,631823,2021-10-14,26004,xyz
22055,621156,308536,329176,2022-03-04,32555,abc
1015,640695,584786,890076,2020-04-21,16512,abc
30233,826518,718840,533970,2022-01-09,35559,xyz
13385,199249,685012,489112,2020-02-11,26418,abc
23078,603359,722519,217849,2020-02-13,39051,abc
1899,593810,164246,747372,2021-06-08,5766,xyz
25265,841375,533297,983884,2023-07-18,34436,xyz
13164,915689,162370,127522,2020-07-06,38423,abc
23853,930776,164243,418631,2023-07-01,35509,xyz
23295,230057,446177,937967,2019-08-08,24558,xyz
7954,628097,403301,445772,2022-02-13,26195,abc
23387,706508,581823,807564,2021-03-13,16071,abc
5196,876432,120232,797136,2022-07-02,12521,xyz
26168,610184,269957,518898,2020-01-22,23186,abc
8328,618159,636982,544472,2020-09-07,33446,xyz
12261,725728,342003,598808,2021-08-06,10213,xyz
6329,425230,186550,657138,2022-02-09,31711,abc
1207,226457,349341,221960,2022-10-05,32876,xyz
23914,607202,793332,914454,2021-08-09,36595,abc
19149,848973,459483,211375,2021-08-09,33913,abc
12794,902847,841067,772613,2021-11-20,6194,abc
39692,875147,547915,385980,2023-02-13,31577,abc
24259,748417,282756,287763,2021-11-21,38727,abc
36913,307517,617296,495381,2022-07-31,11229,xyz
16676,953688,339080,737525,2019-10-07,9355,abc
30695,377632,411580,957045,2020-06-22,21400,abc
34658,236238,957067,793384,2022-03-11,20066,abc
38715,332849,155180,276007,2022-04-09,15004,abc
19729,537722,391492,795595,2019-12-25,6199,xyz
7090,245506,592400,715951,2023-07-10,5410,abc
25877,153439,970903,547622,2023-02-18,5662,abc
34569,529819,232158,732808,2021-04-05,38591,abc
18329,836579,213962,512981,2020-03-18,117,xyz
12543,389353,368943,841576,2019-09-19,36478,abc
37665,692977,478424,373132,2022-07-27,2003,xyz
38920,325966,540490,267248,2020-07-18,22613,abc
16819,786491,662399,912173,2021-08-24,21043,xyz
21901,706911,942537,398874,2023-06-12,19922,abc
35457,373711,771495,862551,2022-10-01,30193,abc
12768,813821,650444,596727,2021-02-17,5116,abc
29049,715783,772111,747745,2021-07-14,23349,xyz
31956,402401,377406,911526,2020-02-03,37912,abc
6140,829163,474995,765712,2020-11-10,35780,xyz
30381,918338,295258,886853,2022-02-15,31712,xyz
8334,689724,724481,235675,2021-10-18,17707,abc
1815,341461,616105,826822,2023-04-07,11782,abc
14341,273183,558779,181328,2021-07-14,27508,xyz
39814,604457,147119,366521,2020-03-14,31795,xyz
19599,547630,168844,712782,2022-01-05,16957,xyz
38720,426215,423423,495414,2020-10-10,21706,xyz
13240,798143,929640,636404,2019-12-09,23903,xyz
417,385315,930822,733632,2020-07-27,5941,abc
11522,405596,117666,890878,2022-02-10,30132,xyz
27365,929361,509352,539983,2023-01-18,38477,xyz
21160,740894,442566,769812,2022-08-28,18353,xyz
21719,162956,126251,516137,2023-02-14,25364,xyz
3224,149088,254601,505789,2021-11-20,19488,abc
24352,442123,377457,971907,2021-04-13,14353,abc
14760,209085,951891,884152,2022-07-15,8183,abc
25692,114312,165030,764463,2020-08-11,31455,xyz
7337,188190,976942,720214,2019-07-28,35330,xyz
3466,214733,872450,330512,2021-08-30,26730,abc
37554,796991,779262,470448,2021-07-03,11787,abc
28437,759889,868967,955590,2020-12-15,6601,abc
33109,374306,888410,708702,2020-09-17,34357,xyz
2000,856932,365244,755922,2021-01-02,38952,abc
38102,973633,701869,327549,2023-02-21,28768,xyz
38023,774978,822588,150599,2020-02-01,39815,xyz
537,688059,175101,891640,2020-02-15,3664,xyz
31405,991719,277924,708821,2021-04-25,27729,xyz
36940,681709,209844,387085,2021-07-02,234,abc
4234,955806,682918,148924,2022-02-20,10669,abc
34830,649990,982942,602989,2023-03-18,25255,xyz
3868,791396,329593,901441,2023-01-28,24384,xyz
18701,900439,973133,405448,2020-11-11,24740,xyz
34530,928808,669337,174766,2021-02-09,38478,abc
14257,918268,600370,731783,2020-01-31,20371,xyz
27523,493330,378460,740378,2021-05-14,34616,xyz
1567,652675,777257,374972,2020-09-01,27105,xyz
3205,686293,912517,150432,2021-07-25,21944,xyz
35039,766550,686826,110736,2021-06-06,38820,abc
2862,402574,935183,441127,2020-11-13,3506,xyz
6475,803373,110524,519440,2023-01-26,6679,xyz
15310,704147,257154,276644,2021-05-08,5080,abc
33714,631369,393695,964955,2021-10-26,38457,xyz
30245,183569,950731,225499,2021-02-01,39094,abc
30459,155677,742365,788891,2021-06-03,31399,xyz
24851,542772,881753,211567,2022-07-24,6388,xyz
3864,742944,286148,454787,2022-12-24,18339,abc
30041,175128,471262,415073,2022-08-20,7027,xyz
38700,139395,349612,991713,2022-10-13,11709,abc
36197,252188,539866,531851,2019-09-04,24583,xyz
33018,607793,350361,995165,2021-10-31,26560,abc
34388,168336,219841,298985,2022-08-05,14708,abc
11908,351873,770238,177595,2022-06-17,15144,xyz
33932,285659,200928,634623,2020-08-16,25453,xyz
7173,861342,507192,640269,2019-09-07,19069,abc
20537,795098,191660,141947,2019-10-17,38044,abc
30666,938484,987387,315149,2019-09-12,28593,xyz
28,939881,948179,448265,2023-02-05,15796,abc
2961,387297,452660,577482,2019-08-01,28675,xyz
16180,935537,847448,229999,2021-07-22,33150,abc
28437,158196,608134,895424,2023-04-05,26660,abc
29463,412270,144761,500754,2021-07-03,24090,xyz
9948,661529,835519,170289,2022-06-11,10287,abc
33942,413725,634187,335501,2020-11-17,36188,xyz
18882,600139,967359,833369,2022-05-30,5184,xyz
36163,723648,365780,289146,2023-01-02,31107,abc
10429,716756,514429,456900,2020-02-18,22190,abc
16464,834503,317897,249846,2021-01-18,1112,abc
13632,247801,438720,633748,2021-09-16,22737,xyz
25374,692160,497746,442912,2021-01-17,34839,abc
6017,901736,250441,337492,2021-07-29,13152,abc
17573,430081,908503,329426,2020-06-19,21253,abc
31633,188277,517641,626184,2020-03-27,8191,xyz
5681,110350,311235,869409,2022-07-19,29897,abc
23050,429148,716940,619443,2021-03-06,13305,abc
25181,331100,900147,452405,2021-07-01,22687,abc
30855,569949,775798,369920,2021-11-09,7359,xyz
12847,203071,854744,647619,2020-11-07,10412,xyz
27568,488931,644228,686987,2020-06-08,8715,xyz
19237,603892,999939,324031,2020-01-09,38773,xyz
30319,486356,518539,503786,2022-10-27,25578,xyz
35903,173678,219302,361869,2022-03-10,33815,abc
27478,128576,245564,858654,2022-08-23,37707,abc
6456,136224,241432,914051,2020-03-13,25124,xyz
31287,505897,482797,392734,2023-03-30,22377,xyz
27145,167928,345375,334565,2021-12-12,28321,xyz
4340,836315,326475,245935,2020-09-08,26792,xyz
37385,211255,994273,217057,2020-06-22,24995,xyz
8654,262887,756981,449365,2022-07-12,21399,abc
23724,302460,592129,655960,2022-05-08,28704,xyz
31574,356468,115808,975387,2019-10-03,21734,xyz
39041,873338,199597,709377,2019-09-13,37835,abc
4908,632498,290119,953898,2020-01-12,24315,abc
3075,652204,235642,280598,2023-03-28,4096,xyz
10929,393474,115029,288795,2021-12-05,38739,abc
7833,970642,526491,878360,2020-03-24,39042,xyz
7718,431603,582633,817649,2020-12-13,32595,xyz
93,515889,374091,991499,2020-12-31,16473,abc
3388,437026,341259,818669,2022-05-31,356,xyz
9116,327961,425079,794657,2020-02-23,23467,xyz
21510,186131,992284,106073,2022-02-22,807,abc
36182,883838,331087,400497,2020-04-27,6008,xyz
8759,951332,973645,987235,2022-06-01,19411,abc
20544,648840,905551,977482,2021-11-25,39074,abc
22437,496951,211164,896038,2021-11-02,35334,abc
7395,139800,109588,365660,2023-06-06,10031,xyz
27058,668293,170956,389877,2022-07-16,5185,xyz
18972,648487,936118,646790,2019-12-29,5594,abc
30255,176784,340070,408508,2022-09-25,36129,xyz
38875,308662,662291,732179,2022-10-21,31700,abc
10914,562826,781787,676236,2022-02-04,2975,xyz
461,648235,849673,417452,2021-10-18,25052,abc
12744,570729,299384,515857,2020-06-19,19243,xyz
10558,925062,664662,345505,2020-09-12,16513,abc
31172,185308,516825,504507,2022-03-29,11666,abc
37729,848060,762192,404326,2022-03-07,17064,xyz
17306,759984,167345,651425,2022-02-01,37943,xyz
31940,229474,871013,952048,2021-09-26,7244,xyz
12733,818568,541444,992520,2021-11-23,33183,abc
17494,728049,150990,920399,2021-07-09,9830,abc
18776,890289,479290,418726,2021-03-12,26576,xyz
12927,816936,797326,123063,2020-09-23,24149,abc
36819,311988,249910,168910,2021-05-04,26199,abc
19188,251873,738145,696781,2022-04-08,25915,abc
27553,580178,511389,114506,2022-06-25,39150,xyz
746,608206,399110,939853,2022-08-10,14511,abc
11967,528961,288747,596870,2021-04-07,2916,abc
11677,665482,358604,176937,2019-11-15,22882,abc
15755,401570,891066,587142,2021-12-31,17729,xyz
1297,457413,770301,371398,2019-08-23,9916,abc
10844,637440,657276,850215,2022-06-20,27338,xyz
20846,453357,656295,231488,2020-01-04,37135,xyz
13756,463073,477167,233419,2022-02-20,1757,xyz
27721,110299,510330,624605,2020-06-01,15520,abc
35231,541353,847660,436102,2023-02-18,13113,xyz
30496,537361,260842,884011,2020-04-03,26435,xyz
33582,604494,585011,196445,2022-12-13,37740,abc
12461,376645,162400,943339,2021-12-05,8328,abc
26564,891612,796992,848919,2020-01-10,7846,xyz
21091,837247,914268,773229,2022-12-20,33247,abc
36805,570394,216199,859286,2020-06-13,16449,abc
10067,451228,374846,471505,2021-07-25,22274,xyz
38985,664015,693851,433415,2021-05-01,19382,abc
26205,701946,393226,888557,2021-04-28,3398,xyz
12562,246383,110128,744891,2020-03-19,294,abc
3200,651759,208657,320758,2023-02-03,37394,xyz
33119,927455,107899,216152,2023-05-24,28587,abc
19769,989756,919048,346056,2020-10-24,17632,xyz
37535,272967,294894,628628,2021-08-26,4224,xyz
19409,138002,236276,823077,2021-05-26,37224,xyz
17107,677292,329445,744366,2020-08-03,34162,xyz
36991,143868,780863,707195,2021-03-07,27108,xyz
16676,212883,827252,129880,2022-02-18,33749,xyz
17907,573580,137471,738032,2022-12-31,31165,xyz
15515,119791,815293,823712,2019-07-29,25468,abc
32416,655377,960691,813789,2019-10-29,6880,abc
20761,165466,976450,318689,2022-08-25,35668,abc
22463,173059,577802,622325,2021-01-16,32291,xyz
15157,403738,950308,577793,2021-02-23,37521,abc
32481,886949,982060,596074,2021-11-26,38669,abc
5746,980400,789115,212702,2021-03-02,17902,xyz
35071,960485,692657,949594,2019-12-02,27990,xyz
35478,104764,287591,625096,2023-01-02,12982,xyz
37630,383768,239290,387292,2022-03-18,11385,xyz
11543,519489,619315,309410,2021-03-12,4236,abc
17421,328319,630353,910251,2023-01-18,33211,xyz
18151,891363,672135,355327,2023-04-05,24749,xyz
6196,223800,882618,621558,2022-10-14,12634,xyz
13541,989166,429405,319694,2021-12-08,29206,xyz
211,192562,855775,271437,2022-11-26,14683,xyz
4743,536615,199236,599514,2021-04-25,10733,xyz
8400,379387,256828,870636,2023-04-09,12106,xyz
2913,234215,758836,273242,2022-05-23,30127,xyz
14771,406020,327412,168099,2023-05-30,21311,xyz
33566,710202,626356,277761,2022-12-29,18657,xyz
26017,787349,549623,932650,2020-03-24,29755,abc
14582,378899,838448,440050,2021-07-10,10052,xyz
14922,856802,303338,345463,2021-12-25,24433,xyz
38154,189921,161256,225194,2020-01-03,37820,xyz
33023,914716,745810,150946,2020-09-09,36843,xyz
13403,929562,433556,350118,2019-09-09,28013,abc
31435,624049,923430,183425,2019-09-09,34771,abc
32951,533487,866701,500038,2019-10-13,3550,abc
17921,911355,899769,189062,2023-04-25,7526,xyz
37100,904989,142572,699808,2020-07-30,23628,xyz
21969,390820,225585,223757,2020-10-04,30923,abc
21214,997907,554895,676333,2020-01-28,2406,xyz
30736,958062,952315,277978,2022-11-21,17726,abc
5775,610120,706575,537610,2019-07-28,23428,abc
27529,487189,875226,915035,2019-08-28,24604,xyz
5726,142699,205918,154709,2023-07-06,24963,abc
17447,228338,253965,112065,2022-01-29,23304,abc
24164,969175,737698,175647,2022-04-08,16611,abc
7337,467864,665056,586160,2021-12-26,36777,abc
16520,751936,637062,493280,2023-05-20,35630,xyz
7025,893241,369899,856782,2022-08-14,26231,xyz
1819,996926,874615,924408,2022-03-11,1112,xyz
32332,759774,490447,319852,2022-07-09,6163,xyz
23248,198251,631236,310479,2020-09-08,31464,xyz
5973,819022,168355,189654,2021-03-16,37799,xyz
9692,961242,524501,293919,2023-01-12,7718,xyz
15723,506650,488399,514740,2022-02-14,8485,xyz
23958,606746,834909,240403,2020-08-05,19992,abc
14173,734974,462505,801256,2021-01-31,16392,xyz
36754,542107,777793,927875,2020-11-30,27722,xyz
26737,268841,884486,243824,2020-05-15,32613,xyz
14031,919712,560462,437880,2023-05-27,4004,xyz
3927,104985,175724,718192,2021-03-08,33864,xyz
8688,962589,838274,141297,2020-11-26,21829,xyz
4148,361520,608018,125603,2021-08-04,30515,abc
20666,523858,863486,248027,2022-11-10,34496,xyz
31801,797829,672181,707351,2019-12-20,33708,xyz
999,751219,293520,723937,2020-01-30,39719,xyz
16329,674125,515273,609004,2022-07-01,27253,xyz
11232,477951,377535,765452,2020-03-11,25129,abc
32955,248275,510982,149057,2021-04-23,36273,abc
991,962026,867034,214660,2020-10-01,21657,abc
26490,118865,544616,577231,2021-12-02,36921,xyz
25852,995191,552730,178012,2021-03-18,21644,abc
28678,342113,938324,132330,2022-03-11,4818,xyz
26741,252552,848218,264507,2022-03-17,29908,xyz
27239,493969,558119,226403,2021-09-30,30974,abc
25454,742626,587959,159103,2022-03-09,13720,xyz
4226,786571,791583,688545,2022-12-18,8238,xyz
33856,605655,285277,308716,2021-07-05,30670,abc
24783,236198,965432,149235,2022-02-06,12748,xyz
12888,306724,608699,583693,2020-04-12,30817,xyz
32260,142066,281120,273486,2022-11-19,21485,xyz
865,856103,527511,461533,2019-08-14,24702,xyz
14425,741847,959104,579159,2022-09-11,15607,xyz
12679,682856,347561,344690,2021-08-07,7286,xyz
39250,368594,134937,884677,2023-01-02,10060,abc
27916,319008,716871,267795,2020-10-02,19533,xyz
18860,527124,882687,677159,2023-04-02,7746,xyz
16809,693219,121814,110982,2019-12-23,22094,xyz
26675,929921,443663,359996,2021-10-21,37777,xyz
8922,154064,127595,421181,2019-12-19,12030,xyz
11244,135538,316188,225574,2022-01-26,4072,abc
4598,103580,397762,599889,2022-11-30,10225,abc
16664,679444,875703,406860,2020-10-24,6358,abc
35845,933934,272190,718729,2021-07-02,11651,xyz
12738,463514,332105,650368,2019-08-08,28587,abc
28177,262950,399513,336412,2021-02-17,6610,xyz
30552,653667,925364,683739,2023-03-18,1490,xyz
31848,480395,716539,567386,2022-08-13,15596,abc
11193,753763,535268,698654,2019-09-18,29933,abc
13715,777922,107763,493475,2022-02-25,7749,xyz
23088,459667,195943,961095,2023-04-21,4572,abc
22546,936894,284658,853395,2020-03-24,37953,xyz
33481,501792,549531,813685,2023-06-07,16682,xyz
33057,587295,976349,989308,2020-10-31,18818,xyz
37541,663726,848855,283337,2021-08-08,2691,xyz
14658,284641,308500,694103,2023-05-22,27368,xyz
34269,629249,432878,340963,2020-05-05,28295,abc
7330,243799,273681,280829,2022-06-01,22072,abc
18652,189820,868427,569907,2020-02-17,26738,abc
5234,451656,870922,289335,2022-06-18,6588,xyz
19840,663983,425329,447869,2021-09-23,20677,xyz
28313,893606,191011,939681,2020-01-11,35973,xyz
9826,912132,676140,277587,2023-07-20,33078,xyz
23440,196342,167839,181981,2021-12-12,37850,abc
12924,186364,121756,391757,2021-01-23,16129,xyz
7581,570151,605374,561084,2023-06-08,32308,abc
26748,835739,427978,799068,2022-03-17,403,abc
22679,264044,234285,379184,2023-02-09,29428,abc
2457,489102,982732,646555,2021-07-02,14763,xyz
26546,284009,670578,287343,2021-02-27,38594,xyz
27040,161477,975577,869679,2022-02-10,14360,xyz
37342,517889,144053,906261,2022-12-12,13033,abc
14454,823587,531462,609822,2020-06-07,3296,abc
29282,405461,860969,479326,2020-08-04,7422,xyz
29663,289537,724041,222211,2021-12-19,18021,abc
27224,787738,947903,137662,2022-01-11,8509,abc
6072,231297,130760,724489,2022-07-09,37738,xyz
8583,270281,302533,277384,2020-05-13,37280,abc
6524,871841,397103,314244,2022-03-11,22970,xyz
942,922585,894594,142682,2020-04-11,23949,abc
19166,450436,383793,782463,2021-06-05,11698,abc
16388,671287,432685,311929,2022-02-03,5746,xyz
38517,155897,772756,446943,2022-08-25,13837,xyz
2997,464305,868456,148997,2023-03-27,18323,xyz
5340,934801,507697,651370,2023-01-16,8505,abc
20529,518880,163334,603928,2023-02-28,3016,abc
23565,150352,587645,115069,2021-07-26,25088,xyz
27064,483617,674367,472776,2021-09-21,33662,abc
7070,126717,479730,812184,2021-11-15,11609,abc
22353,579161,163811,801243,2021-12-10,25396,abc
29490,460668,800013,905258,2022-04-11,18759,xyz
766,524763,337951,833047,2021-01-24,14236,xyz
32622,744935,848108,874766,2020-12-28,13939,xyz
35142,865388,216850,319422,2022-02-01,4662,xyz
30879,203730,223005,304512,2021-06-18,36064,xyz
27232,940014,142291,833998,2019-10-18,28893,xyz
29304,172037,636331,169163,2022-01-02,12882,abc
37851,870025,229289,936798,2022-07-21,32619,xyz
24289,867171,522977,453647,2020-01-22,27321,abc
31597,803519,559618,733489,2019-09-04,35768,abc
10987,304805,651653,693224,2022-10-23,1098,abc
2031,982836,308802,557422,2020-09-05,1390,xyz
18158,213929,923046,457075,2023-03-31,1178,xyz
21140,546668,967499,658245,2021-09-28,17280,xyz
15898,188378,337042,103289,2021-01-24,9901,xyz
7780,383451,867905,620298,2021-02-05,35199,xyz
26998,754449,666577,872010,2022-09-03,32375,abc
6136,435960,738476,414839,2023-07-01,33425,abc
36326,728010,777391,949629,2021-11-20,22038,xyz
38097,764180,344578,637490,2022-01-20,39745,abc
16312,969350,790666,409808,2021-12-23,35742,abc
22443,677083,186455,875425,2020-07-20,16412,xyz
5631,266241,387818,306401,2021-03-27,12129,abc
31564,268636,214812,305694,2022-08-27,6749,abc
32574,552453,712258,980455,2019-08-08,32813,abc
33691,717250,892905,215656,2020-03-02,28985,xyz
7306,550990,365238,635564,2020-07-22,5042,xyz
5204,412192,646482,577648,2023-01-02,34253,abc
23200,842556,905399,488229,2021-06-11,17360,xyz
27489,703902,787769,978404,2019-10-20,23015,abc
24668,427719,533395,472085,2023-01-02,18317,abc
11886,843753,616480,193105,2020-01-23,28938,abc
24522,286455,642077,281324,2022-12-26,15294,xyz
11158,727790,915806,767413,2022-05-11,28566,xyz
34450,579493,554409,421905,2021-06-01,18877,abc
25693,724026,497887,510184,2021-04-20,5616,abc
8243,783711,815426,323359,2021-09-27,5751,abc
11413,594048,607272,667562,2023-02-28,7349,xyz
28612,801597,461121,992013,2020-02-06,571,xyz
21691,686020,187021,573276,2022-01-01,4228,xyz
3115,726047,531932,901092,2023-01-23,17718,abc
13561,542138,879790,828524,2021-10-04,2536,abc
7764,193395,601732,405019,2023-06-27,16999,xyz
32187,539210,338550,475118,2021-02-18,10625,abc
29674,620899,518272,323032,2020-01-02,29671,abc
36516,244459,865062,316408,2019-07-31,23818,xyz
23346,666158,357232,947126,2020-09-20,9667,abc
20400,704431,788363,153077,2019-11-12,38295,abc
2243,809476,468261,520905,2020-04-22,25330,xyz
