security_id,security_name,security_type,quantity,market_value,purchase_date,purchase_price,purchase_value
3852,Frazier-Reyes securities,Government Bonds,90,79295,2016-12-02,873,78629
3853,Long-Villarreal securities,Money Market Instruments,13,76713,2019-06-29,5871,76328
3854,Wilson-Fisher securities,Foreign Exchange,22,82816,2023-03-24,3734,82159
3855,Dyer Inc securities,Mortgage-Backed Securities,49,19345,2018-05-19,381,18700
3856,Huff-Khan securities,Government Bonds,94,7933,2022-05-20,77,7323
3857,Melendez-Scott securities,Asset-Backed Securities,67,16527,2021-06-07,244,16401
3858,Davis Cooley and Potter securities,Money Market Instruments,83,32589,2019-02-10,384,31920
3859,Murray-Short securities,Corporate Bonds,41,81175,2021-11-29,1974,80937
3860,Rodriguez Group securities,Asset-Backed Securities,14,84125,2018-01-10,5983,83769
3861,West-Watson securities,Mortgage-Backed Securities,82,39928,2021-01-28,480,39362
3862,Watson Frazier and Mills securities,Foreign Exchange,86,69824,2020-12-10,804,69192
3863,Collins Hart and Hernandez securities,Government Bonds,80,32106,2021-10-23,398,31855
3864,Christian-Francis securities,Foreign Exchange,97,35530,2023-06-30,359,34843
3865,Whitney Robertson and Pope securities,Money Market Instruments,74,95019,2020-02-10,1279,94711
3866,Fox and Sons securities,Corporate Bonds,100,28451,2021-09-08,283,28326
3867,Parker Lopez and Chaney securities,Asset-Backed Securities,98,52041,2017-02-08,529,51871
3868,Hart Morris and Young securities,Equity Securities,59,53684,2018-05-13,900,53111
3869,White Group securities,Money Market Instruments,42,88211,2017-06-13,2097,88108
3870,Wood Ramirez and Scott securities,Treasury Bills,57,88071,2021-02-09,1535,87549
3871,Peterson Inc securities,Foreign Exchange,65,89433,2021-10-31,1368,88974
3872,Paul-Erickson securities,Equity Securities,28,36390,2018-07-30,1292,36199
3873,Glass Group securities,Asset-Backed Securities,66,40187,2022-12-19,601,39690
3874,Garcia and Sons securities,Equity Securities,52,67934,2021-08-02,1296,67395
3875,Robinson Kent and Lynn securities,Foreign Exchange,69,12015,2021-09-23,166,11515
3876,Leach PLC securities,Government Bonds,92,82745,2018-04-17,892,82129
3877,Owens-Miller securities,Corporate Bonds,87,8583,2022-09-12,93,8133
3878,Thompson-Hamilton securities,Foreign Exchange,44,41092,2018-07-30,929,40888
3879,Myers Group securities,Equity Securities,3,86266,2023-02-18,28641,85924
3880,Baker Walsh and Martinez securities,Money Market Instruments,48,15454,2020-05-29,309,14835
3881,Davis-Long securities,Money Market Instruments,26,32134,2023-03-06,1227,31908
3882,Hardy-Hansen securities,Treasury Bills,64,83361,2017-08-12,1293,82793
3883,Jones Turner and Peterson securities,Treasury Bills,94,35638,2017-03-23,375,35266
3884,Jones-Reed securities,Asset-Backed Securities,19,15522,2021-02-04,782,14873
3885,Ortiz-Henderson securities,Equity Securities,46,54959,2023-05-08,1183,54423
3886,Morrison Hernandez and Green securities,Government Bonds,68,70007,2018-12-26,1021,69443
3887,Thompson Nguyen and Archer securities,Government Bonds,42,87190,2019-04-13,2061,86596
3888,Torres Salas and Petersen securities,Treasury Bills,89,94996,2016-11-03,1061,94442
3889,Jackson-Bryant securities,Foreign Exchange,96,35880,2022-08-04,368,35356
3890,Smith Anthony and Farley securities,Treasury Bills,27,49036,2022-06-30,1794,48442
3891,Lester-Rangel securities,Foreign Exchange,14,27799,2018-11-06,1946,27252
3892,Fernandez Aguilar and Carter securities,Government Bonds,39,77713,2018-04-11,1976,77091
3893,Taylor and Sons securities,Equity Securities,13,94653,2023-03-13,7253,94299
3894,Lawson-Powell securities,Treasury Bills,85,31409,2021-08-16,363,30864
3895,Chapman-Kelly securities,Treasury Bills,41,15758,2018-09-06,370,15201
3896,Bautista-Ware securities,Corporate Bonds,11,98010,2016-11-26,8869,97560
3897,Taylor LLC securities,Foreign Exchange,94,7705,2018-09-15,75,7112
3898,Benton PLC securities,Foreign Exchange,16,81741,2020-02-16,5068,81093
3899,Mccarty Inc securities,Money Market Instruments,61,48732,2017-11-16,788,48114
3900,Thomas PLC securities,Equity Securities,29,13968,2020-11-10,460,13357
3901,Morales Ltd securities,Government Bonds,27,64505,2021-07-02,2382,64318
3902,Johnson Lucas and Gonzalez securities,Asset-Backed Securities,50,91341,2018-06-03,1821,91097
3903,Abbott Ltd securities,Foreign Exchange,91,75767,2020-07-18,828,75364
3904,Jackson Terry and Luna securities,Equity Securities,44,31467,2021-05-03,703,30956
3905,Morrow PLC securities,Government Bonds,90,27195,2020-11-13,297,26786
3906,Giles Haney and Bass securities,Mortgage-Backed Securities,59,76266,2017-01-20,1288,75992
3907,Moore LLC securities,Treasury Bills,99,80163,2023-03-03,805,79710
3908,Moore-Schroeder securities,Treasury Bills,96,75984,2020-05-14,787,75597
3909,Kemp-Lewis securities,Asset-Backed Securities,97,24821,2017-07-09,250,24302
3910,Fernandez PLC securities,Money Market Instruments,45,40306,2017-08-17,887,39938
3911,Santiago LLC securities,Corporate Bonds,36,89161,2018-12-01,2470,88920
3912,Flores Hernandez and Velasquez securities,Equity Securities,22,34118,2019-01-06,1545,33995
3913,Jones-Kidd securities,Mortgage-Backed Securities,96,82535,2019-10-23,854,82050
3914,Daniel LLC securities,Government Bonds,17,45324,2017-10-01,2625,44628
3915,Henderson LLC securities,Foreign Exchange,16,32717,2016-10-15,2037,32597
3916,Davis Harrington and Johnston securities,Treasury Bills,88,89497,2022-08-19,1011,89001
3917,Smith Aguilar and Thomas securities,Foreign Exchange,15,85021,2017-03-24,5652,84791
3918,Schneider Group securities,Corporate Bonds,16,92245,2021-09-02,5741,91856
3919,Webb Dorsey and Nguyen securities,Government Bonds,77,50998,2016-10-14,657,50611
3920,Bailey Mitchell and Cross securities,Corporate Bonds,65,10266,2020-08-26,150,9809
3921,Holmes Group securities,Mortgage-Backed Securities,41,90985,2018-05-25,2215,90848
3922,Smith-Simmons securities,Mortgage-Backed Securities,19,16371,2019-11-07,841,15985
3923,Ho Inc securities,Corporate Bonds,81,53925,2019-12-07,660,53529
3924,Nunez Taylor and Jones securities,Corporate Bonds,54,85628,2017-06-22,1579,85305
3925,Davis-Brooks securities,Asset-Backed Securities,46,6995,2022-07-04,145,6691
3926,Smith Moore and Meyers securities,Corporate Bonds,41,94255,2017-08-05,2293,94035
3927,Tran-Fernandez securities,Corporate Bonds,41,66024,2017-07-04,1593,65324
3928,Howe Mills and Vaughn securities,Corporate Bonds,76,16021,2023-04-16,203,15483
3929,Garrison Group securities,Government Bonds,15,71779,2019-08-05,4778,71679
3930,Burgess Coffey and Phillips securities,Corporate Bonds,87,62113,2017-12-12,708,61667
3931,Smith-Duke securities,Government Bonds,93,94097,2019-11-06,1008,93810
3932,Davis-Fitzgerald securities,Corporate Bonds,26,16588,2022-12-14,625,16253
3933,Jones Burke and Moran securities,Foreign Exchange,56,78626,2019-05-17,1391,77948
3934,Potter Jones and Hall securities,Foreign Exchange,57,14941,2020-01-30,250,14278
3935,Morgan Hernandez and Hancock securities,Government Bonds,78,66277,2018-08-27,841,65619
3936,Pope-Brown securities,Equity Securities,76,24532,2016-10-06,320,24343
3937,Dunlap Smith and Schmidt securities,Treasury Bills,91,29454,2019-09-30,321,29258
3938,Flores Miller and Krueger securities,Corporate Bonds,3,68547,2020-07-01,22784,68353
3939,Cruz Wright and Brock securities,Mortgage-Backed Securities,20,50064,2022-06-16,2473,49470
3940,Patton Woodard and James securities,Foreign Exchange,23,60453,2023-05-07,2623,60332
3941,Salinas Weber and Martin securities,Equity Securities,79,43455,2018-10-09,547,43246
3942,Mcguire Ltd securities,Treasury Bills,47,7327,2018-01-26,142,6717
3943,Herman Hendricks and Caldwell securities,Government Bonds,84,54596,2023-05-29,641,53897
3944,Hammond Thompson and Thomas securities,Money Market Instruments,51,11834,2017-11-11,228,11673
3945,Joseph PLC securities,Foreign Exchange,35,37991,2022-01-22,1075,37633
3946,Williams LLC securities,Government Bonds,43,51691,2019-10-28,1189,51166
3947,Moon-Whitehead securities,Money Market Instruments,27,67442,2022-02-24,2487,67171
3948,Nichols Potts and Koch securities,Government Bonds,48,97977,2022-01-03,2033,97597
3949,Russell and Sons securities,Money Market Instruments,22,70553,2021-11-14,3195,70294
3950,Gordon-Hamilton securities,Mortgage-Backed Securities,9,14290,2016-11-01,1544,13903
3951,Miller-Chavez securities,Money Market Instruments,13,51681,2021-05-01,3965,51552
3952,Williams PLC securities,Foreign Exchange,47,9889,2021-05-17,197,9274
3953,Anderson and Sons securities,Mortgage-Backed Securities,48,5967,2016-12-13,112,5420
3954,Espinoza-Miller securities,Government Bonds,51,33600,2019-01-22,653,33322
3955,Rich Bentley and Horn securities,Asset-Backed Securities,67,40906,2019-05-21,601,40299
3956,Stephenson-Hernandez securities,Government Bonds,47,66728,2021-09-17,1411,66334
3957,Rose Smith and Welch securities,Money Market Instruments,15,37508,2017-08-06,2491,37379
3958,Powers-Torres securities,Foreign Exchange,97,13859,2020-12-29,139,13539
3959,Jones-Trujillo securities,Government Bonds,40,95847,2022-05-03,2386,95447
3960,Dominguez PLC securities,Money Market Instruments,63,50502,2016-07-17,799,50357
3961,Mason Hartman and Miller securities,Money Market Instruments,24,59445,2022-11-08,2460,59040
3962,Livingston Lopez and Jones securities,Money Market Instruments,50,68734,2017-06-21,1365,68285
3963,Meyers Hicks and Johnson securities,Money Market Instruments,100,75869,2017-10-26,751,75191
3964,Gomez-Garcia securities,Equity Securities,80,77687,2018-02-28,968,77512
3965,Mora-Coleman securities,Equity Securities,86,61377,2020-12-28,712,61244
3966,Knight-Scott securities,Asset-Backed Securities,98,89516,2021-08-03,912,89376
3967,Hamilton and Sons securities,Mortgage-Backed Securities,19,31918,2020-07-20,1666,31667
3968,Hill-Brooks securities,Foreign Exchange,69,19262,2021-02-23,275,19032
3969,Dixon Ltd securities,Treasury Bills,1,84328,2019-06-24,84062,84062
3970,Mitchell Wang and Vincent securities,Corporate Bonds,71,55318,2021-05-24,771,54805
3971,Anderson-Larsen securities,Foreign Exchange,40,72297,2018-09-23,1804,72177
3972,Aguilar-Watts securities,Foreign Exchange,4,87844,2016-12-20,21789,87159
3973,Griffin LLC securities,Money Market Instruments,87,18228,2016-10-10,207,18029
3974,Johnson Ltd securities,Asset-Backed Securities,84,61541,2021-12-27,727,61148
3975,Frye Ramirez and Blevins securities,Corporate Bonds,34,70573,2021-05-03,2063,70171
3976,Walker Group securities,Asset-Backed Securities,73,20118,2016-11-29,268,19572
3977,Anderson and Sons securities,Money Market Instruments,35,43002,2020-12-27,1209,42331
3978,Brooks-Velasquez securities,Mortgage-Backed Securities,25,12297,2018-09-09,476,11906
3979,Smith-Ali securities,Asset-Backed Securities,88,20519,2017-06-28,227,20041
3980,Williams Brown and Austin securities,Money Market Instruments,8,56573,2019-03-25,7043,56344
3981,Huff Jenkins and Andrews securities,Treasury Bills,2,38990,2016-09-06,19290,38581
3982,Roberts PLC securities,Mortgage-Backed Securities,69,90781,2018-07-31,1308,90265
3983,Davis Bell and Lewis securities,Foreign Exchange,96,27818,2018-01-27,288,27674
3984,Collins-Williams securities,Mortgage-Backed Securities,53,38778,2022-09-13,724,38383
3985,Johnson PLC securities,Treasury Bills,94,56698,2019-04-30,597,56139
3986,Tate-Davis securities,Government Bonds,4,46773,2022-07-30,11616,46464
3987,Taylor Golden and Jackson securities,Asset-Backed Securities,87,58271,2022-09-23,667,58048
3988,Miller-Collier securities,Corporate Bonds,22,96302,2021-02-05,4364,96008
3989,Simmons-Ramsey securities,Treasury Bills,14,82238,2023-04-15,5852,81934
3990,Jenkins Group securities,Treasury Bills,59,44135,2020-06-14,739,43653
3991,Brennan-Kim securities,Equity Securities,30,60658,2018-08-06,2016,60483
3992,Thomas Ltd securities,Equity Securities,76,97510,2020-09-07,1280,97348
3993,Cook Bell and Lopez securities,Equity Securities,33,34180,2018-08-31,1028,33941
3994,Smith PLC securities,Mortgage-Backed Securities,79,76901,2018-11-30,967,76407
3995,Walters-Clark securities,Money Market Instruments,79,39669,2019-03-07,497,39271
3996,Hernandez Ltd securities,Foreign Exchange,72,49257,2022-06-23,676,48672
3997,Taylor Logan and Lee securities,Corporate Bonds,50,92309,2017-09-12,1834,91709
3998,Kennedy LLC securities,Asset-Backed Securities,57,43555,2022-07-09,758,43210
3999,Gonzalez-Jordan securities,Asset-Backed Securities,3,77453,2019-11-25,25645,76937
4000,Cervantes-Nelson securities,Corporate Bonds,65,40294,2017-02-14,611,39779
4001,Hamilton Watson and Rowe securities,Treasury Bills,28,52434,2016-10-11,1865,52238
4002,Ibarra PLC securities,Government Bonds,37,21185,2022-03-04,561,20790
4003,Cox-Rangel securities,Asset-Backed Securities,38,36287,2016-10-08,939,35706
4004,Weeks Cooke and Allison securities,Asset-Backed Securities,67,42625,2017-05-12,631,42303
4005,Johnson Inc securities,Equity Securities,98,94066,2023-03-31,952,93391
4006,Dorsey-Cummings securities,Mortgage-Backed Securities,44,63952,2016-12-04,1447,63687
4007,Alvarez Rice and Cortez securities,Asset-Backed Securities,15,44598,2019-09-19,2927,43909
4008,Roberts Bailey and Ross securities,Treasury Bills,39,68642,2018-10-01,1752,68345
4009,Campos Salas and Mcguire securities,Foreign Exchange,32,58897,2017-08-22,1834,58704
4010,Allen-Mcdowell securities,Mortgage-Backed Securities,48,17890,2023-06-16,362,17415
4011,Miller Wilson and Hernandez securities,Asset-Backed Securities,48,51902,2021-10-18,1075,51622
4012,Murray-Brown securities,Government Bonds,67,10720,2023-03-15,155,10411
4013,Gonzalez Group securities,Equity Securities,50,15834,2019-08-21,305,15270
4014,Cunningham Ltd securities,Equity Securities,3,20201,2021-04-08,6695,20087
4015,Marshall Inc securities,Equity Securities,7,71414,2022-03-03,10104,70729
4016,Brooks Hill and Knight securities,Government Bonds,100,49438,2022-06-22,493,49316
4017,Case Ltd securities,Money Market Instruments,19,92506,2016-10-12,4840,91976
4018,Larson-Brooks securities,Government Bonds,85,24172,2019-06-11,277,23619
4019,Jones Rice and Lawrence securities,Mortgage-Backed Securities,96,64780,2022-05-02,671,64452
4020,Myers Garcia and Jones securities,Treasury Bills,20,37266,2017-07-19,1830,36616
4021,Sanford Shelton and Davis securities,Mortgage-Backed Securities,99,46081,2021-03-02,463,45865
4022,Hernandez Ltd securities,Treasury Bills,81,16979,2020-09-11,202,16374
4023,Keith-Nelson securities,Asset-Backed Securities,63,35549,2021-11-09,562,35406
4024,Shea-Mendoza securities,Government Bonds,74,8956,2022-12-15,115,8579
4025,Taylor Cole and Smith securities,Corporate Bonds,28,68100,2019-08-23,2422,67838
4026,Miles-Dennis securities,Money Market Instruments,55,8492,2020-04-02,144,7931
4027,Norton-Walters securities,Treasury Bills,70,47240,2020-03-16,673,47113
4028,Collins Inc securities,Government Bonds,40,64581,2018-12-25,1598,63955
4029,Huff Patterson and Nolan securities,Mortgage-Backed Securities,13,94652,2016-07-10,7260,94387
4030,Acevedo-Watson securities,Foreign Exchange,53,78941,2021-04-06,1484,78689
4031,Dickerson Guerra and Mcintyre securities,Mortgage-Backed Securities,3,76308,2017-01-30,25324,75974
4032,Dickson-Anderson securities,Equity Securities,10,14823,2021-02-25,1436,14364
4033,Hernandez Lopez and Stanley securities,Corporate Bonds,18,38398,2017-07-09,2126,38273
4034,Palmer Hall and Fry securities,Corporate Bonds,45,34971,2019-03-16,764,34413
4035,Guerrero and Sons securities,Foreign Exchange,43,29406,2019-05-09,669,28775
4036,Herrera Woods and Fowler securities,Equity Securities,63,50571,2016-08-15,796,50193
4037,Martinez Brooks and Warren securities,Treasury Bills,39,44476,2022-08-25,1134,44238
4038,Ramirez Inc securities,Money Market Instruments,65,96908,2022-07-04,1485,96534
4039,Young Dixon and Marquez securities,Foreign Exchange,95,48038,2016-10-13,501,47632
4040,Boyd Inc securities,Treasury Bills,2,94431,2021-07-16,47046,94092
4041,Fischer Inc securities,Government Bonds,44,75673,2021-07-16,1713,75395
4042,Ortiz-Rowe securities,Government Bonds,54,66838,2022-09-10,1227,66309
4043,Price Carter and Taylor securities,Equity Securities,97,86976,2023-06-19,891,86479
4044,Campbell Clarke and Anderson securities,Asset-Backed Securities,85,93198,2019-08-19,1089,92623
4045,Carter-Fisher securities,Money Market Instruments,92,85706,2020-06-22,924,85023
4046,Hampton-Todd securities,Corporate Bonds,91,87023,2020-11-24,952,86705
4047,Wood Johnson and Mayo securities,Mortgage-Backed Securities,71,6939,2020-11-03,95,6810
4048,Garcia Miller and Fitzpatrick securities,Foreign Exchange,71,69884,2018-08-30,977,69415
4049,Parker-Compton securities,Asset-Backed Securities,83,84948,2021-03-26,1016,84402
4050,Perez Johnson and Smith securities,Government Bonds,69,73038,2017-09-18,1052,72653
4051,Campbell Inc securities,Treasury Bills,43,30979,2022-10-11,714,30741
4052,Bradshaw-Williams securities,Mortgage-Backed Securities,73,27474,2023-06-19,370,27019
4053,Gray PLC securities,Mortgage-Backed Securities,24,61254,2022-01-28,2536,60878
4054,Alexander Young and Black securities,Corporate Bonds,24,99476,2020-01-07,4121,98911
4055,Burnett Ltd securities,Treasury Bills,3,72722,2018-08-04,24024,72074
4056,Cox-Clark securities,Equity Securities,76,93374,2016-08-10,1226,93197
4057,Alvarez-Brown securities,Asset-Backed Securities,92,63302,2020-07-01,682,62820
4058,Green-Cox securities,Money Market Instruments,59,98913,2019-04-24,1665,98245
4059,Phillips-Norris securities,Mortgage-Backed Securities,19,19607,2017-11-07,1001,19022
4060,Johnson Inc securities,Treasury Bills,76,17213,2017-06-11,224,17054
4061,Stewart Yu and Tran securities,Equity Securities,90,26654,2019-04-24,290,26144
4062,Mcbride LLC securities,Equity Securities,41,68714,2017-11-24,1662,68176
4063,Lewis-Edwards securities,Government Bonds,47,16731,2018-04-09,348,16393
4064,Frank Wallace and Flores securities,Government Bonds,71,29590,2017-11-03,414,29407
4065,Manning Bennett and Ferguson securities,Asset-Backed Securities,62,56596,2020-02-01,910,56424
4066,Jenkins Group securities,Money Market Instruments,41,62538,2016-07-22,1514,62094
4067,Camacho Baker and Yang securities,Treasury Bills,96,37914,2017-04-17,391,37579
4068,Warner Fowler and Bean securities,Mortgage-Backed Securities,55,76538,2020-03-24,1383,76116
4069,Nixon-Duke securities,Treasury Bills,98,9779,2019-01-22,97,9521
4070,Wagner-Taylor securities,Money Market Instruments,63,58353,2022-05-23,922,58124
4071,Spears Miller and Merritt securities,Equity Securities,78,56615,2019-10-19,720,56218
4072,Douglas-Payne securities,Asset-Backed Securities,95,47448,2018-04-26,496,47184
4073,Baird Alvarado and Bowman securities,Mortgage-Backed Securities,58,99081,2018-02-04,1702,98771
4074,Webb Garcia and Watts securities,Equity Securities,27,68777,2017-12-16,2531,68348
4075,Garcia Daniels and Patel securities,Money Market Instruments,86,41947,2019-07-16,486,41818
4076,Roberts Bell and Townsend securities,Treasury Bills,76,37098,2023-06-08,480,36488
4077,Griffin-Hodge securities,Equity Securities,12,78779,2018-04-15,6510,78130
4078,Franklin-Travis securities,Government Bonds,3,46892,2019-06-21,15399,46199
4079,Bennett Ltd securities,Mortgage-Backed Securities,4,11830,2020-04-28,2852,11411
4080,Werner LLC securities,Treasury Bills,2,37005,2020-02-22,18260,36520
4081,Nunez-Gibbs securities,Foreign Exchange,78,49908,2018-08-22,631,49287
4082,Hart LLC securities,Asset-Backed Securities,20,59681,2022-12-02,2960,59200
4083,Macias Jones and Sherman securities,Government Bonds,40,73744,2020-04-24,1828,73141
4084,Johnson Simpson and Reyes securities,Money Market Instruments,72,28575,2020-03-02,387,27923
4085,Patterson and Sons securities,Foreign Exchange,84,15178,2019-03-19,175,14739
4086,Jackson-Fisher securities,Foreign Exchange,43,14413,2023-02-04,323,13907
4087,Simpson PLC securities,Money Market Instruments,2,14738,2022-04-01,7229,14459
4088,Rose-Moreno securities,Foreign Exchange,28,64824,2022-07-14,2298,64353
4089,Long-Schmitt securities,Foreign Exchange,92,70617,2018-04-03,763,70200
4090,Gutierrez Harrison and Norris securities,Equity Securities,63,95772,2019-01-30,1511,95214
4091,Hines-Nguyen securities,Equity Securities,83,60745,2023-03-25,728,60478
4092,Ross LLC securities,Foreign Exchange,92,48689,2019-10-01,524,48280
4093,Bennett Bell and Marquez securities,Money Market Instruments,80,26848,2017-11-10,328,26254
4094,Taylor Group securities,Corporate Bonds,92,81083,2022-01-19,876,80597
4095,Cook Davis and Jackson securities,Equity Securities,45,72331,2017-12-03,1604,72224
4096,Howard Marquez and Gilbert securities,Treasury Bills,66,93899,2019-01-03,1417,93543
4097,Brown-Frey securities,Mortgage-Backed Securities,18,45977,2020-10-20,2518,45335
4098,Wright LLC securities,Corporate Bonds,41,79519,2023-02-23,1930,79165
4099,Hayes-Horne securities,Treasury Bills,18,54915,2019-07-01,3017,54320
4100,Davidson Cox and Mccormick securities,Money Market Instruments,90,40133,2019-06-12,441,39745
4101,Lewis Inc securities,Equity Securities,90,88978,2022-09-12,986,88794
4102,Moore Gregory and Cummings securities,Foreign Exchange,98,34990,2020-07-05,353,34654
4103,Washington-West securities,Foreign Exchange,43,93618,2018-12-07,2169,93295
4104,Patton PLC securities,Corporate Bonds,40,38493,2022-04-10,948,37935
4105,Shepherd Waller and Stewart securities,Mortgage-Backed Securities,54,79784,2016-11-16,1475,79665
4106,Spencer Patrick and Webb securities,Money Market Instruments,8,7698,2020-09-24,913,7305
4107,Williams and Sons securities,Treasury Bills,10,39970,2016-09-04,3973,39731
4108,Peters Jones and Reynolds securities,Treasury Bills,19,13631,2020-06-18,700,13314
4109,Carpenter-Luna securities,Asset-Backed Securities,9,24831,2018-02-17,2747,24727
4110,Green-Lowery securities,Equity Securities,9,21366,2021-04-07,2338,21045
4111,Nelson Group securities,Money Market Instruments,47,91550,2019-04-16,1940,91182
4112,Stewart-Dawson securities,Money Market Instruments,75,85081,2021-07-07,1129,84717
4113,Powell-Stewart securities,Foreign Exchange,28,18674,2022-07-17,661,18510
4114,Jones Gilbert and Paul securities,Foreign Exchange,42,58761,2017-02-19,1395,58603
4115,Raymond PLC securities,Government Bonds,52,44267,2019-07-05,837,43568
4116,Peterson PLC securities,Mortgage-Backed Securities,55,55547,2020-03-30,998,54908
4117,Wilkins-Miller securities,Corporate Bonds,45,70698,2017-02-13,1556,70049
4118,Torres PLC securities,Mortgage-Backed Securities,47,91320,2020-09-23,1936,91012
4119,Perry Group securities,Asset-Backed Securities,51,72295,2016-12-24,1411,72011
4120,Sellers Castillo and Lopez securities,Foreign Exchange,85,47701,2022-12-22,559,47597
4121,Pena Inc securities,Treasury Bills,64,35208,2022-06-04,544,34837
4122,Crawford Smith and Ellison securities,Foreign Exchange,12,31967,2021-03-28,2631,31573
4123,Cherry Mitchell and Giles securities,Asset-Backed Securities,82,13027,2018-04-14,154,12673
4124,Craig Cummings and Ross securities,Equity Securities,45,12699,2023-04-06,276,12424
4125,Leonard PLC securities,Corporate Bonds,89,32864,2023-01-23,367,32749
4126,Adams-Brown securities,Asset-Backed Securities,49,56268,2020-08-01,1144,56079
4127,Ross LLC securities,Government Bonds,27,63053,2018-03-20,2321,62680
4128,Jones PLC securities,Foreign Exchange,21,94638,2020-07-28,4495,94399
4129,Davis Group securities,Treasury Bills,57,36946,2022-12-10,641,36574
4130,Wilkerson Dennis and Foster securities,Asset-Backed Securities,100,19629,2019-07-09,192,19224
4131,Greer-Cunningham securities,Government Bonds,57,8885,2016-08-05,150,8569
4132,Oconnor Maldonado and Morris securities,Equity Securities,22,78283,2021-11-21,3535,77791
4133,Perez-Williams securities,Treasury Bills,36,39839,2022-10-25,1103,39712
4134,Kelley-Walker securities,Mortgage-Backed Securities,39,70616,2018-12-19,1804,70385
4135,Stewart Ltd securities,Foreign Exchange,44,9244,2022-12-19,196,8653
4136,Clark Ltd securities,Equity Securities,70,10254,2019-02-27,143,10017
4137,Ward PLC securities,Government Bonds,86,46479,2022-05-30,536,46172
4138,Taylor-Thompson securities,Mortgage-Backed Securities,6,52860,2022-07-31,8716,52296
4139,Gordon-Spencer securities,Equity Securities,13,94777,2023-02-10,7275,94586
4140,Gutierrez Lynn and Knox securities,Government Bonds,86,34540,2022-03-05,394,33949
4141,Parker PLC securities,Corporate Bonds,29,95539,2018-07-28,3280,95133
4142,Hernandez-Huerta securities,Equity Securities,4,39942,2021-06-07,9872,39488
4143,Brooks Thompson and Williams securities,Asset-Backed Securities,81,89597,2019-04-28,1100,89135
4144,Larson and Sons securities,Foreign Exchange,81,82515,2018-08-18,1014,82151
4145,Wright Inc securities,Mortgage-Backed Securities,68,50084,2019-04-20,730,49660
4146,Palmer LLC securities,Mortgage-Backed Securities,8,45712,2020-08-03,5649,45196
4147,Jordan-Henderson securities,Mortgage-Backed Securities,78,34635,2018-06-27,440,34386
4148,Parks Carpenter and Marsh securities,Treasury Bills,68,6725,2018-06-15,96,6573
4149,Cook Richardson and Austin securities,Equity Securities,59,68226,2022-04-05,1150,67871
4150,Chapman-Hayes securities,Treasury Bills,89,37967,2021-09-14,422,37632
4151,Mitchell-Morales securities,Treasury Bills,35,6302,2019-06-01,160,5620
4152,Ho LLC securities,Equity Securities,92,74566,2021-07-08,805,74116
4153,Bradley-Lyons securities,Corporate Bonds,3,81910,2022-09-01,27163,81489
4154,Cole-Peterson securities,Equity Securities,56,66127,2017-05-20,1175,65823
4155,Taylor Group securities,Treasury Bills,80,40807,2016-08-13,503,40252
4156,Rubio-Grimes securities,Asset-Backed Securities,82,36939,2020-09-28,447,36658
4157,Moore Inc securities,Money Market Instruments,92,85886,2022-08-01,928,85383
4158,Jackson-Cruz securities,Equity Securities,93,20807,2018-01-25,218,20291
4159,Crosby Ltd securities,Corporate Bonds,43,85207,2018-09-18,1979,85099
4160,Wilson Curtis and West securities,Foreign Exchange,90,8266,2020-07-17,85,7713
4161,Phelps LLC securities,Asset-Backed Securities,29,75653,2021-09-29,2587,75036
4162,Parker Strickland and Adkins securities,Asset-Backed Securities,78,92285,2021-06-26,1176,91740
4163,Owen Garcia and Cross securities,Mortgage-Backed Securities,99,12662,2022-11-11,123,12219
4164,Brandt-Carpenter securities,Government Bonds,22,41485,2023-02-28,1867,41077
4165,Smith LLC securities,Foreign Exchange,9,23819,2023-06-27,2614,23534
4166,Wood Rivas and Green securities,Government Bonds,13,11341,2019-06-17,857,11147
4167,Alvarez-Harris securities,Corporate Bonds,97,25749,2022-03-28,263,25527
4168,Cuevas Group securities,Money Market Instruments,25,17381,2019-02-26,680,17018
4169,Gomez Mcneil and Rodriguez securities,Asset-Backed Securities,3,58921,2020-05-06,19598,58796
4170,Jones Jones and Martinez securities,Asset-Backed Securities,14,86653,2021-05-19,6156,86196
4171,Johnson-Fleming securities,Equity Securities,48,25281,2018-08-02,512,24593
4172,Dunn Welch and Anderson securities,Treasury Bills,53,80270,2020-09-30,1506,79822
4173,Estes White and Ellis securities,Foreign Exchange,19,72057,2020-01-20,3783,71894
4174,Hanna Arnold and Maddox securities,Money Market Instruments,66,65209,2023-02-02,980,64742
4175,Young Group securities,Treasury Bills,11,36932,2019-11-19,3303,36335
4176,Hayes-Harris securities,Equity Securities,13,21520,2023-05-19,1615,20998
4177,Nolan and Sons securities,Corporate Bonds,8,89102,2018-10-01,11053,88431
4178,Thompson LLC securities,Government Bonds,87,44095,2023-06-09,501,43651
4179,Smith Inc securities,Mortgage-Backed Securities,63,98200,2020-05-02,1551,97747
4180,Alexander-Hendricks securities,Money Market Instruments,85,89674,2017-03-03,1047,89077
4181,Sullivan Ltd securities,Asset-Backed Securities,92,10091,2016-10-07,106,9793
4182,Green-Cisneros securities,Government Bonds,22,58947,2022-06-04,2651,58330
4183,Bowman-Browning securities,Asset-Backed Securities,39,12588,2016-07-23,316,12336
4184,Morris Bailey and Edwards securities,Foreign Exchange,4,74657,2017-04-26,18493,73973
4185,Hanson Myers and Mitchell securities,Government Bonds,21,38087,2021-03-08,1795,37698
