expenditure_id,asset_id,expenditure_date,expenditure_amount
2904,2715,2019-08-15,508
2905,3399,2023-05-26,322
2906,2470,2022-05-17,540
2907,1282,2020-08-17,619
2908,855,2022-11-09,555
2909,2066,2020-11-17,310
2910,2936,2022-12-25,486
2911,534,2021-03-29,727
2912,3522,2019-10-11,431
2913,2434,2022-05-04,135
2914,642,2020-06-16,235
2915,4313,2020-08-06,728
2916,66,2021-09-27,690
2917,978,2021-03-15,211
2918,416,2022-01-20,137
2919,260,2019-07-21,668
2920,3251,2022-12-22,620
2921,3734,2020-03-31,681
2922,1846,2019-09-27,719
2923,697,2023-07-03,344
2924,2509,2021-08-15,215
2925,3399,2019-07-24,413
2926,1728,2020-08-14,221
2927,2565,2023-06-01,363
2928,1483,2021-09-28,313
2929,3002,2019-09-30,156
2930,2961,2019-12-02,329
2931,3435,2019-08-16,180
2932,4466,2022-03-28,598
2933,2354,2022-06-12,687
2934,2465,2020-04-30,382
2935,2372,2021-12-28,405
2936,110,2022-11-20,344
2937,4103,2021-09-04,331
2938,632,2021-02-06,670
2939,4045,2022-01-24,485
2940,4090,2020-08-08,639
2941,1499,2023-02-05,608
2942,3382,2022-10-28,407
2943,3817,2021-07-26,204
2944,1629,2022-08-26,253
2945,1732,2020-02-12,316
2946,136,2020-07-31,100
2947,1480,2022-04-18,525
2948,3737,2020-10-15,477
2949,3919,2022-04-10,489
2950,2952,2022-06-08,303
2951,2333,2023-06-20,658
2952,2175,2021-09-18,643
2953,57,2019-12-26,167
2954,4393,2023-02-14,104
2955,1095,2022-09-24,271
2956,4051,2022-04-07,269
2957,3327,2021-11-17,383
2958,2116,2022-12-20,311
2959,2720,2020-06-24,109
2960,1641,2021-02-17,118
2961,4401,2020-10-07,372
2962,3005,2021-05-24,110
2963,1938,2020-10-02,141
2964,3253,2020-12-02,378
2965,3107,2020-03-07,624
2966,3724,2022-08-11,441
2967,4186,2023-05-01,397
2968,962,2019-09-21,742
2969,4171,2022-05-07,364
2970,1735,2022-09-19,345
2971,2975,2019-10-06,128
2972,2455,2020-05-22,177
2973,467,2021-10-04,457
2974,2376,2021-06-17,638
2975,4114,2021-11-20,553
2976,3136,2020-08-08,698
2977,1214,2022-03-21,368
2978,2859,2022-07-22,696
2979,1844,2020-07-04,301
2980,3599,2021-04-26,184
2981,4104,2023-05-25,387
2982,727,2021-08-30,682
2983,299,2021-11-22,268
2984,1612,2021-05-30,527
2985,4051,2020-06-30,740
2986,205,2021-01-06,468
2987,4297,2020-12-12,343
2988,501,2020-10-22,267
2989,2740,2022-02-04,480
2990,828,2019-08-18,510
2991,4149,2019-08-24,598
2992,615,2021-08-03,406
2993,2265,2020-12-12,454
2994,1615,2023-06-13,548
2995,3881,2021-08-31,133
2996,2068,2020-02-10,151
2997,2993,2020-08-21,583
2998,813,2019-11-10,532
2999,3178,2022-10-06,700
