account_id,requested_date,date_issued,ready_date,delivery_date,check_number_from,check_number_to
8848,2023-05-31,2023-06-10,2023-06-12,2023-06-17,108321,108331
31253,2022-10-18,2022-10-28,2022-10-30,2022-11-04,108355,108385
28092,2022-05-28,2022-06-07,2022-06-09,2022-06-14,101386,101416
19267,2023-03-11,2023-03-21,2023-03-23,2023-03-28,108221,108241
11915,2023-04-04,2023-04-14,2023-04-16,2023-04-21,101589,101599
20106,2022-04-02,2022-04-12,2022-04-14,2022-04-19,109999,110029
1910,2023-01-19,2023-01-29,2023-01-31,2023-02-05,101172,101182
8044,2022-07-06,2022-07-16,2022-07-18,2022-07-23,110047,110067
14675,2022-02-07,2022-02-17,2022-02-19,2022-02-24,107419,107469
12272,2023-03-21,2023-03-31,2023-04-02,2023-04-07,100861,100881
12723,2023-01-22,2023-02-01,2023-02-03,2023-02-08,108493,108543
28537,2022-05-19,2022-05-29,2022-05-31,2022-06-05,100946,100956
5250,2022-06-03,2022-06-13,2022-06-15,2022-06-20,108352,108372
21857,2023-04-09,2023-04-19,2023-04-21,2023-04-26,107863,107873
27346,2022-04-08,2022-04-18,2022-04-20,2022-04-25,106156,106186
32724,2023-05-29,2023-06-08,2023-06-10,2023-06-15,100267,100287
19726,2023-03-28,2023-04-07,2023-04-09,2023-04-14,100908,100918
12071,2022-02-17,2022-02-27,2022-03-01,2022-03-06,103801,103811
12274,2022-02-15,2022-02-25,2022-02-27,2022-03-04,100880,100910
21076,2022-05-04,2022-05-14,2022-05-16,2022-05-21,108698,108728
30706,2022-06-08,2022-06-18,2022-06-20,2022-06-25,100481,100531
20314,2023-03-09,2023-03-19,2023-03-21,2023-03-26,100919,100939
30798,2022-04-22,2022-05-02,2022-05-04,2022-05-09,108434,108484
20056,2022-10-23,2022-11-02,2022-11-04,2022-11-09,104056,104076
6060,2023-02-12,2023-02-22,2023-02-24,2023-03-01,109582,109612
19654,2023-01-11,2023-01-21,2023-01-23,2023-01-28,111043,111063
1256,2022-05-08,2022-05-18,2022-05-20,2022-05-25,108956,108966
5530,2022-08-01,2022-08-11,2022-08-13,2022-08-18,104260,104310
12203,2022-02-25,2022-03-07,2022-03-09,2022-03-14,104784,104804
30123,2022-09-13,2022-09-23,2022-09-25,2022-09-30,108464,108474
12202,2022-09-27,2022-10-07,2022-10-09,2022-10-14,111208,111238
5622,2023-04-25,2023-05-05,2023-05-07,2023-05-12,104949,104959
32495,2022-05-30,2022-06-09,2022-06-11,2022-06-16,109583,109593
21681,2022-12-21,2022-12-31,2023-01-02,2023-01-07,109659,109709
24257,2022-03-19,2022-03-29,2022-03-31,2022-04-05,103508,103558
22943,2022-07-09,2022-07-19,2022-07-21,2022-07-26,108701,108751
20713,2022-10-13,2022-10-23,2022-10-25,2022-10-30,109593,109623
16,2022-04-21,2022-05-01,2022-05-03,2022-05-08,109613,109623
28038,2022-04-11,2022-04-21,2022-04-23,2022-04-28,101319,101339
25341,2022-09-04,2022-09-14,2022-09-16,2022-09-21,107704,107724
33283,2023-02-06,2023-02-16,2023-02-18,2023-02-23,103778,103808
24627,2022-06-22,2022-07-02,2022-07-04,2022-07-09,105449,105499
19691,2022-02-24,2022-03-06,2022-03-08,2022-03-13,109376,109396
14660,2022-02-26,2022-03-08,2022-03-10,2022-03-15,103610,103620
8870,2022-07-14,2022-07-24,2022-07-26,2022-07-31,100385,100405
2405,2023-01-24,2023-02-03,2023-02-05,2023-02-10,107977,108027
26497,2022-10-18,2022-10-28,2022-10-30,2022-11-04,103757,103767
9785,2023-01-23,2023-02-02,2023-02-04,2023-02-09,107692,107702
371,2023-05-09,2023-05-19,2023-05-21,2023-05-26,103206,103256
28609,2022-12-14,2022-12-24,2022-12-26,2022-12-31,107941,107961
14333,2022-05-05,2022-05-15,2022-05-17,2022-05-22,107552,107572
23277,2023-02-13,2023-02-23,2023-02-25,2023-03-02,100734,100784
10293,2022-10-05,2022-10-15,2022-10-17,2022-10-22,105052,105082
28115,2022-07-26,2022-08-05,2022-08-07,2022-08-12,102278,102308
20396,2023-01-15,2023-01-25,2023-01-27,2023-02-01,110285,110315
26535,2022-12-02,2022-12-12,2022-12-14,2022-12-19,103356,103386
30991,2023-02-09,2023-02-19,2023-02-21,2023-02-26,102048,102078
25502,2022-05-03,2022-05-13,2022-05-15,2022-05-20,108544,108564
17609,2022-10-06,2022-10-16,2022-10-18,2022-10-23,103267,103317
23059,2022-09-04,2022-09-14,2022-09-16,2022-09-21,105424,105444
27800,2022-06-20,2022-06-30,2022-07-02,2022-07-07,107052,107062
2596,2022-08-22,2022-09-01,2022-09-03,2022-09-08,109299,109329
16149,2022-10-17,2022-10-27,2022-10-29,2022-11-03,107817,107867
7777,2022-05-28,2022-06-07,2022-06-09,2022-06-14,110938,110948
7551,2023-01-16,2023-01-26,2023-01-28,2023-02-02,105535,105545
22756,2022-05-27,2022-06-06,2022-06-08,2022-06-13,110618,110638
24831,2023-04-11,2023-04-21,2023-04-23,2023-04-28,105926,105976
23789,2023-01-17,2023-01-27,2023-01-29,2023-02-03,109825,109855
27179,2022-04-29,2022-05-09,2022-05-11,2022-05-16,105449,105459
30838,2022-10-22,2022-11-01,2022-11-03,2022-11-08,102330,102380
11443,2022-04-16,2022-04-26,2022-04-28,2022-05-03,107702,107732
1670,2022-09-17,2022-09-27,2022-09-29,2022-10-04,104727,104777
4564,2022-03-08,2022-03-18,2022-03-20,2022-03-25,102215,102265
21307,2022-02-21,2022-03-03,2022-03-05,2022-03-10,105594,105644
12690,2022-12-06,2022-12-16,2022-12-18,2022-12-23,102476,102496
6901,2022-09-08,2022-09-18,2022-09-20,2022-09-25,101418,101448
33180,2022-07-16,2022-07-26,2022-07-28,2022-08-02,111111,111141
8538,2022-12-19,2022-12-29,2022-12-31,2023-01-05,101918,101938
26252,2023-04-01,2023-04-11,2023-04-13,2023-04-18,103473,103523
324,2022-09-27,2022-10-07,2022-10-09,2022-10-14,102412,102462
18753,2022-09-08,2022-09-18,2022-09-20,2022-09-25,108859,108869
12979,2022-11-09,2022-11-19,2022-11-21,2022-11-26,109633,109653
5911,2022-10-07,2022-10-17,2022-10-19,2022-10-24,108862,108892
29829,2022-05-14,2022-05-24,2022-05-26,2022-05-31,108765,108815
21215,2022-05-26,2022-06-05,2022-06-07,2022-06-12,109347,109357
20921,2023-01-01,2023-01-11,2023-01-13,2023-01-18,109792,109842
9442,2022-10-05,2022-10-15,2022-10-17,2022-10-22,100771,100791
1218,2023-02-27,2023-03-09,2023-03-11,2023-03-16,103894,103944
1201,2022-03-16,2022-03-26,2022-03-28,2022-04-02,104042,104052
15388,2023-02-28,2023-03-10,2023-03-12,2023-03-17,104454,104484
8493,2022-09-14,2022-09-24,2022-09-26,2022-10-01,109548,109578
21368,2022-05-21,2022-05-31,2022-06-02,2022-06-07,103632,103642
30807,2023-03-05,2023-03-15,2023-03-17,2023-03-22,102639,102659
33074,2022-02-18,2022-02-28,2022-03-02,2022-03-07,101772,101822
13085,2023-04-13,2023-04-23,2023-04-25,2023-04-30,109529,109579
19333,2022-11-28,2022-12-08,2022-12-10,2022-12-15,100777,100827
17786,2023-05-08,2023-05-18,2023-05-20,2023-05-25,101837,101857
11675,2022-05-07,2022-05-17,2022-05-19,2022-05-24,111100,111150
21047,2022-11-26,2022-12-06,2022-12-08,2022-12-13,108541,108591
12652,2023-02-09,2023-02-19,2023-02-21,2023-02-26,100794,100814
24917,2022-07-09,2022-07-19,2022-07-21,2022-07-26,102347,102367
28669,2023-02-01,2023-02-11,2023-02-13,2023-02-18,108677,108697
31076,2022-05-13,2022-05-23,2022-05-25,2022-05-30,102472,102492
5554,2023-02-06,2023-02-16,2023-02-18,2023-02-23,102636,102646
4305,2022-12-27,2023-01-06,2023-01-08,2023-01-13,104227,104237
16480,2022-03-20,2022-03-30,2022-04-01,2022-04-06,107570,107620
30123,2023-05-08,2023-05-18,2023-05-20,2023-05-25,111172,111222
9484,2022-12-08,2022-12-18,2022-12-20,2022-12-25,101877,101887
24768,2022-06-30,2022-07-10,2022-07-12,2022-07-17,107323,107373
29943,2023-02-17,2023-02-27,2023-03-01,2023-03-06,105073,105083
30001,2023-02-13,2023-02-23,2023-02-25,2023-03-02,108064,108084
7033,2023-03-21,2023-03-31,2023-04-02,2023-04-07,110511,110561
22713,2022-03-16,2022-03-26,2022-03-28,2022-04-02,104889,104919
31734,2022-06-23,2022-07-03,2022-07-05,2022-07-10,110005,110025
11397,2022-11-24,2022-12-04,2022-12-06,2022-12-11,106674,106684
10752,2023-05-22,2023-06-01,2023-06-03,2023-06-08,105822,105832
6815,2022-08-20,2022-08-30,2022-09-01,2022-09-06,101580,101630
10458,2022-04-25,2022-05-05,2022-05-07,2022-05-12,107902,107932
17054,2022-09-25,2022-10-05,2022-10-07,2022-10-12,108147,108197
18514,2022-06-12,2022-06-22,2022-06-24,2022-06-29,108248,108278
1784,2022-12-01,2022-12-11,2022-12-13,2022-12-18,104693,104713
8991,2022-08-25,2022-09-04,2022-09-06,2022-09-11,108992,109012
10941,2022-06-06,2022-06-16,2022-06-18,2022-06-23,109410,109420
29634,2022-09-02,2022-09-12,2022-09-14,2022-09-19,104153,104183
2294,2022-02-23,2022-03-05,2022-03-07,2022-03-12,100516,100536
3607,2022-12-31,2023-01-10,2023-01-12,2023-01-17,100435,100445
3862,2022-09-02,2022-09-12,2022-09-14,2022-09-19,100848,100868
29714,2022-10-07,2022-10-17,2022-10-19,2022-10-24,105662,105692
9874,2023-04-16,2023-04-26,2023-04-28,2023-05-03,104064,104094
18852,2022-06-15,2022-06-25,2022-06-27,2022-07-02,106069,106099
28538,2022-09-12,2022-09-22,2022-09-24,2022-09-29,107779,107829
26207,2022-09-20,2022-09-30,2022-10-02,2022-10-07,103707,103737
27487,2022-03-04,2022-03-14,2022-03-16,2022-03-21,111195,111225
3226,2023-03-08,2023-03-18,2023-03-20,2023-03-25,100573,100623
9683,2022-03-09,2022-03-19,2022-03-21,2022-03-26,106345,106395
26524,2023-02-28,2023-03-10,2023-03-12,2023-03-17,108166,108216
24900,2022-05-15,2022-05-25,2022-05-27,2022-06-01,100361,100371
6188,2022-04-01,2022-04-11,2022-04-13,2022-04-18,104538,104588
21098,2023-04-19,2023-04-29,2023-05-01,2023-05-06,106140,106150
31988,2023-05-10,2023-05-20,2023-05-22,2023-05-27,104846,104876
29555,2022-11-14,2022-11-24,2022-11-26,2022-12-01,103087,103107
2272,2023-04-02,2023-04-12,2023-04-14,2023-04-19,106752,106802
28676,2023-04-22,2023-05-02,2023-05-04,2023-05-09,100659,100679
9047,2022-05-21,2022-05-31,2022-06-02,2022-06-07,104922,104952
23712,2022-10-20,2022-10-30,2022-11-01,2022-11-06,105261,105281
13197,2022-08-19,2022-08-29,2022-08-31,2022-09-05,103872,103892
21166,2022-07-26,2022-08-05,2022-08-07,2022-08-12,108408,108418
31502,2022-06-08,2022-06-18,2022-06-20,2022-06-25,108907,108937
21395,2022-12-12,2022-12-22,2022-12-24,2022-12-29,101516,101536
27064,2022-03-10,2022-03-20,2022-03-22,2022-03-27,110232,110282
16405,2022-03-27,2022-04-06,2022-04-08,2022-04-13,106604,106634
8637,2022-10-27,2022-11-06,2022-11-08,2022-11-13,102734,102744
8726,2022-11-03,2022-11-13,2022-11-15,2022-11-20,100622,100652
534,2023-01-21,2023-01-31,2023-02-02,2023-02-07,110532,110552
18417,2022-12-17,2022-12-27,2022-12-29,2023-01-03,108435,108485
13838,2022-03-10,2022-03-20,2022-03-22,2022-03-27,108030,108080
27176,2022-08-12,2022-08-22,2022-08-24,2022-08-29,102938,102988
20689,2022-08-31,2022-09-10,2022-09-12,2022-09-17,101048,101058
32440,2022-08-28,2022-09-07,2022-09-09,2022-09-14,103651,103671
14013,2022-04-24,2022-05-04,2022-05-06,2022-05-11,107944,107954
21829,2022-02-14,2022-02-24,2022-02-26,2022-03-03,101917,101937
2530,2023-04-26,2023-05-06,2023-05-08,2023-05-13,101653,101683
24284,2022-08-17,2022-08-27,2022-08-29,2022-09-03,105815,105865
22123,2022-09-29,2022-10-09,2022-10-11,2022-10-16,100794,100804
32935,2022-05-30,2022-06-09,2022-06-11,2022-06-16,100482,100492
12825,2022-04-03,2022-04-13,2022-04-15,2022-04-20,103549,103579
7115,2022-10-12,2022-10-22,2022-10-24,2022-10-29,109468,109518
21866,2022-03-15,2022-03-25,2022-03-27,2022-04-01,111094,111144
22823,2022-05-30,2022-06-09,2022-06-11,2022-06-16,106718,106748
32711,2023-04-16,2023-04-26,2023-04-28,2023-05-03,101185,101195
30981,2022-11-08,2022-11-18,2022-11-20,2022-11-25,105734,105784
27656,2023-03-14,2023-03-24,2023-03-26,2023-03-31,103161,103181
2670,2023-02-08,2023-02-18,2023-02-20,2023-02-25,105916,105966
26472,2022-03-21,2022-03-31,2022-04-02,2022-04-07,104876,104926
32778,2023-05-25,2023-06-04,2023-06-06,2023-06-11,109784,109804
2363,2023-04-23,2023-05-03,2023-05-05,2023-05-10,109878,109908
21780,2022-07-10,2022-07-20,2022-07-22,2022-07-27,101781,101791
9552,2022-10-15,2022-10-25,2022-10-27,2022-11-01,108391,108421
17458,2023-05-07,2023-05-17,2023-05-19,2023-05-24,109252,109282
5673,2022-05-18,2022-05-28,2022-05-30,2022-06-04,108629,108679
18826,2022-04-03,2022-04-13,2022-04-15,2022-04-20,109742,109772
20553,2022-11-01,2022-11-11,2022-11-13,2022-11-18,106746,106776
19126,2023-05-27,2023-06-06,2023-06-08,2023-06-13,102349,102369
10928,2023-01-13,2023-01-23,2023-01-25,2023-01-30,100317,100327
11066,2022-05-26,2022-06-05,2022-06-07,2022-06-12,104735,104745
9428,2023-02-25,2023-03-07,2023-03-09,2023-03-14,110593,110623
1887,2022-06-02,2022-06-12,2022-06-14,2022-06-19,110181,110201
6671,2022-03-28,2022-04-07,2022-04-09,2022-04-14,103104,103154
22120,2022-06-06,2022-06-16,2022-06-18,2022-06-23,107607,107637
12805,2023-02-03,2023-02-13,2023-02-15,2023-02-20,106047,106077
27136,2023-02-22,2023-03-04,2023-03-06,2023-03-11,107162,107182
2151,2023-01-15,2023-01-25,2023-01-27,2023-02-01,107812,107822
15241,2022-06-26,2022-07-06,2022-07-08,2022-07-13,105114,105134
18232,2022-12-01,2022-12-11,2022-12-13,2022-12-18,104367,104387
13905,2022-12-15,2022-12-25,2022-12-27,2023-01-01,108269,108279
22497,2022-10-13,2022-10-23,2022-10-25,2022-10-30,104173,104203
4855,2023-05-31,2023-06-10,2023-06-12,2023-06-17,102122,102152
17208,2022-03-07,2022-03-17,2022-03-19,2022-03-24,106984,106994
12970,2022-07-28,2022-08-07,2022-08-09,2022-08-14,108011,108021
10625,2022-05-15,2022-05-25,2022-05-27,2022-06-01,108387,108417
30492,2022-08-18,2022-08-28,2022-08-30,2022-09-04,108703,108733
8663,2022-10-27,2022-11-06,2022-11-08,2022-11-13,109770,109820
8952,2022-03-12,2022-03-22,2022-03-24,2022-03-29,104727,104777
25703,2022-03-26,2022-04-05,2022-04-07,2022-04-12,107478,107508
15342,2022-08-03,2022-08-13,2022-08-15,2022-08-20,103183,103213
15337,2023-01-10,2023-01-20,2023-01-22,2023-01-27,108566,108616
26779,2023-05-29,2023-06-08,2023-06-10,2023-06-15,103652,103702
9004,2022-04-26,2022-05-06,2022-05-08,2022-05-13,108937,108967
1535,2023-02-06,2023-02-16,2023-02-18,2023-02-23,109161,109211
31119,2022-08-09,2022-08-19,2022-08-21,2022-08-26,106226,106276
31721,2022-08-22,2022-09-01,2022-09-03,2022-09-08,101992,102002
32212,2022-11-09,2022-11-19,2022-11-21,2022-11-26,107889,107899
16268,2022-11-13,2022-11-23,2022-11-25,2022-11-30,105539,105549
1458,2023-03-09,2023-03-19,2023-03-21,2023-03-26,102833,102863
22713,2022-03-26,2022-04-05,2022-04-07,2022-04-12,107593,107613
17244,2023-01-31,2023-02-10,2023-02-12,2023-02-17,107930,107940
23061,2022-11-06,2022-11-16,2022-11-18,2022-11-23,104581,104601
33336,2022-08-30,2022-09-09,2022-09-11,2022-09-16,108658,108678
6744,2023-02-15,2023-02-25,2023-02-27,2023-03-04,100475,100525
26118,2023-03-24,2023-04-03,2023-04-05,2023-04-10,110219,110229
31580,2023-01-08,2023-01-18,2023-01-20,2023-01-25,105566,105576
5455,2023-03-05,2023-03-15,2023-03-17,2023-03-22,110377,110397
23696,2023-02-16,2023-02-26,2023-02-28,2023-03-05,106452,106502
6401,2022-03-20,2022-03-30,2022-04-01,2022-04-06,110978,111028
6050,2022-03-19,2022-03-29,2022-03-31,2022-04-05,105779,105829
26613,2022-10-05,2022-10-15,2022-10-17,2022-10-22,103949,103979
28883,2022-08-07,2022-08-17,2022-08-19,2022-08-24,109371,109391
23832,2022-04-04,2022-04-14,2022-04-16,2022-04-21,110077,110097
29920,2022-09-29,2022-10-09,2022-10-11,2022-10-16,108727,108757
15631,2022-06-06,2022-06-16,2022-06-18,2022-06-23,110569,110589
27155,2022-05-27,2022-06-06,2022-06-08,2022-06-13,100804,100834
24278,2023-04-11,2023-04-21,2023-04-23,2023-04-28,109376,109406
31973,2022-06-23,2022-07-03,2022-07-05,2022-07-10,105884,105894
16438,2023-01-13,2023-01-23,2023-01-25,2023-01-30,105049,105059
27566,2022-11-27,2022-12-07,2022-12-09,2022-12-14,105449,105479
2558,2022-03-03,2022-03-13,2022-03-15,2022-03-20,103213,103233
21385,2023-04-29,2023-05-09,2023-05-11,2023-05-16,108002,108022
27953,2023-05-16,2023-05-26,2023-05-28,2023-06-02,101724,101774
12582,2023-03-01,2023-03-11,2023-03-13,2023-03-18,106071,106101
28604,2023-04-06,2023-04-16,2023-04-18,2023-04-23,106335,106355
8277,2023-02-12,2023-02-22,2023-02-24,2023-03-01,102911,102961
2619,2022-06-07,2022-06-17,2022-06-19,2022-06-24,106298,106318
20630,2022-12-01,2022-12-11,2022-12-13,2022-12-18,106851,106901
32876,2023-01-29,2023-02-08,2023-02-10,2023-02-15,101338,101388
32745,2022-09-03,2022-09-13,2022-09-15,2022-09-20,100941,100991
33004,2023-05-17,2023-05-27,2023-05-29,2023-06-03,111165,111195
19298,2023-05-07,2023-05-17,2023-05-19,2023-05-24,104421,104471
20798,2022-04-09,2022-04-19,2022-04-21,2022-04-26,100871,100891
26952,2022-11-24,2022-12-04,2022-12-06,2022-12-11,109174,109184
5143,2022-12-15,2022-12-25,2022-12-27,2023-01-01,105649,105679
13621,2023-05-15,2023-05-25,2023-05-27,2023-06-01,100371,100421
30638,2022-03-27,2022-04-06,2022-04-08,2022-04-13,104682,104712
27822,2022-10-03,2022-10-13,2022-10-15,2022-10-20,110198,110218
20776,2022-10-05,2022-10-15,2022-10-17,2022-10-22,108633,108663
9297,2023-01-05,2023-01-15,2023-01-17,2023-01-22,108604,108634
3587,2022-11-07,2022-11-17,2022-11-19,2022-11-24,105313,105343
31798,2023-02-11,2023-02-21,2023-02-23,2023-02-28,108944,108994
20032,2022-04-04,2022-04-14,2022-04-16,2022-04-21,103960,103980
359,2022-09-23,2022-10-03,2022-10-05,2022-10-10,100238,100288
13954,2023-01-12,2023-01-22,2023-01-24,2023-01-29,105994,106024
13205,2022-08-31,2022-09-10,2022-09-12,2022-09-17,109737,109787
1964,2023-03-11,2023-03-21,2023-03-23,2023-03-28,109309,109329
10013,2022-10-02,2022-10-12,2022-10-14,2022-10-19,107433,107463
9512,2022-08-29,2022-09-08,2022-09-10,2022-09-15,109684,109704
8338,2023-05-20,2023-05-30,2023-06-01,2023-06-06,105718,105738
23459,2023-01-31,2023-02-10,2023-02-12,2023-02-17,108263,108283
5678,2022-03-19,2022-03-29,2022-03-31,2022-04-05,108377,108387
22906,2022-11-09,2022-11-19,2022-11-21,2022-11-26,100716,100766
26033,2022-05-20,2022-05-30,2022-06-01,2022-06-06,101228,101248
21636,2023-02-02,2023-02-12,2023-02-14,2023-02-19,109635,109685
12929,2022-05-22,2022-06-01,2022-06-03,2022-06-08,105850,105870
14272,2023-05-20,2023-05-30,2023-06-01,2023-06-06,101037,101057
4802,2023-05-12,2023-05-22,2023-05-24,2023-05-29,111204,111214
19237,2023-03-21,2023-03-31,2023-04-02,2023-04-07,104184,104194
2473,2023-03-12,2023-03-22,2023-03-24,2023-03-29,102963,102973
29452,2022-11-12,2022-11-22,2022-11-24,2022-11-29,100419,100449
33299,2023-01-18,2023-01-28,2023-01-30,2023-02-04,102558,102588
5829,2023-02-10,2023-02-20,2023-02-22,2023-02-27,107293,107343
8999,2022-06-23,2022-07-03,2022-07-05,2022-07-10,102673,102683
14849,2022-04-16,2022-04-26,2022-04-28,2022-05-03,102603,102613
25639,2022-07-27,2022-08-06,2022-08-08,2022-08-13,103697,103747
18877,2022-06-26,2022-07-06,2022-07-08,2022-07-13,105100,105120
2287,2022-11-07,2022-11-17,2022-11-19,2022-11-24,101220,101230
23686,2023-05-27,2023-06-06,2023-06-08,2023-06-13,103292,103302
16596,2023-04-24,2023-05-04,2023-05-06,2023-05-11,108213,108243
15440,2022-03-04,2022-03-14,2022-03-16,2022-03-21,107086,107096
17652,2022-10-09,2022-10-19,2022-10-21,2022-10-26,110820,110830
31552,2023-05-11,2023-05-21,2023-05-23,2023-05-28,106900,106930
4927,2023-04-22,2023-05-02,2023-05-04,2023-05-09,103258,103278
31089,2023-02-08,2023-02-18,2023-02-20,2023-02-25,110214,110234
28245,2022-07-08,2022-07-18,2022-07-20,2022-07-25,109176,109206
12089,2022-05-09,2022-05-19,2022-05-21,2022-05-26,110649,110669
2905,2022-12-22,2023-01-01,2023-01-03,2023-01-08,108003,108053
24698,2023-04-05,2023-04-15,2023-04-17,2023-04-22,104427,104457
24647,2022-11-08,2022-11-18,2022-11-20,2022-11-25,107554,107584
29629,2023-01-22,2023-02-01,2023-02-03,2023-02-08,111188,111218
32195,2023-05-26,2023-06-05,2023-06-07,2023-06-12,107551,107601
11689,2023-05-27,2023-06-06,2023-06-08,2023-06-13,101537,101587
15631,2022-02-26,2022-03-08,2022-03-10,2022-03-15,104749,104769
22435,2022-05-27,2022-06-06,2022-06-08,2022-06-13,104434,104464
23602,2022-06-16,2022-06-26,2022-06-28,2022-07-03,100806,100816
28720,2022-10-02,2022-10-12,2022-10-14,2022-10-19,102467,102517
3279,2022-04-21,2022-05-01,2022-05-03,2022-05-08,103528,103538
26574,2023-02-08,2023-02-18,2023-02-20,2023-02-25,107240,107270
20263,2022-07-07,2022-07-17,2022-07-19,2022-07-24,107506,107526
30390,2022-05-17,2022-05-27,2022-05-29,2022-06-03,104222,104232
7868,2022-12-24,2023-01-03,2023-01-05,2023-01-10,106033,106063
3969,2022-11-11,2022-11-21,2022-11-23,2022-11-28,110695,110725
1256,2022-02-10,2022-02-20,2022-02-22,2022-02-27,108067,108117
17403,2022-03-23,2022-04-02,2022-04-04,2022-04-09,101531,101561
2401,2022-07-13,2022-07-23,2022-07-25,2022-07-30,109971,110001
9382,2022-06-04,2022-06-14,2022-06-16,2022-06-21,106087,106097
9894,2023-01-08,2023-01-18,2023-01-20,2023-01-25,103813,103843
17826,2023-03-09,2023-03-19,2023-03-21,2023-03-26,104870,104880
27491,2022-12-24,2023-01-03,2023-01-05,2023-01-10,108666,108676
22346,2022-09-14,2022-09-24,2022-09-26,2022-10-01,110587,110617
22810,2022-07-04,2022-07-14,2022-07-16,2022-07-21,107891,107901
203,2022-07-23,2022-08-02,2022-08-04,2022-08-09,109923,109973
32734,2022-05-29,2022-06-08,2022-06-10,2022-06-15,110719,110729
29221,2022-07-18,2022-07-28,2022-07-30,2022-08-04,103178,103188
20572,2022-02-24,2022-03-06,2022-03-08,2022-03-13,107862,107892
16150,2022-10-13,2022-10-23,2022-10-25,2022-10-30,100823,100843
4006,2022-11-11,2022-11-21,2022-11-23,2022-11-28,108246,108296
17328,2022-03-09,2022-03-19,2022-03-21,2022-03-26,102738,102748
23391,2022-08-13,2022-08-23,2022-08-25,2022-08-30,110406,110436
3574,2022-10-10,2022-10-20,2022-10-22,2022-10-27,102748,102768
15393,2022-04-07,2022-04-17,2022-04-19,2022-04-24,104333,104383
31510,2023-03-10,2023-03-20,2023-03-22,2023-03-27,108682,108712
16522,2022-11-24,2022-12-04,2022-12-06,2022-12-11,107387,107407
20853,2023-01-26,2023-02-05,2023-02-07,2023-02-12,102739,102759
24260,2023-02-04,2023-02-14,2023-02-16,2023-02-21,111112,111122
18470,2022-02-22,2022-03-04,2022-03-06,2022-03-11,108995,109015
21957,2022-11-11,2022-11-21,2022-11-23,2022-11-28,102150,102160
10133,2022-04-21,2022-05-01,2022-05-03,2022-05-08,105889,105899
18090,2023-01-05,2023-01-15,2023-01-17,2023-01-22,106707,106757
12313,2022-10-30,2022-11-09,2022-11-11,2022-11-16,109031,109041
2852,2022-09-03,2022-09-13,2022-09-15,2022-09-20,108803,108833
21524,2023-05-15,2023-05-25,2023-05-27,2023-06-01,104204,104214
25657,2022-02-14,2022-02-24,2022-02-26,2022-03-03,109882,109932
8712,2022-04-16,2022-04-26,2022-04-28,2022-05-03,103636,103656
15252,2023-03-17,2023-03-27,2023-03-29,2023-04-03,110359,110389
20349,2022-04-16,2022-04-26,2022-04-28,2022-05-03,105196,105206
20051,2022-03-07,2022-03-17,2022-03-19,2022-03-24,103054,103104
916,2023-04-10,2023-04-20,2023-04-22,2023-04-27,105145,105175
14407,2023-04-02,2023-04-12,2023-04-14,2023-04-19,109893,109903
11805,2023-05-04,2023-05-14,2023-05-16,2023-05-21,108280,108330
16114,2022-11-15,2022-11-25,2022-11-27,2022-12-02,107252,107282
18249,2022-12-14,2022-12-24,2022-12-26,2022-12-31,107800,107850
7653,2023-04-18,2023-04-28,2023-04-30,2023-05-05,107427,107477
6969,2022-11-06,2022-11-16,2022-11-18,2022-11-23,106034,106054
18521,2022-07-17,2022-07-27,2022-07-29,2022-08-03,111122,111152
191,2023-01-07,2023-01-17,2023-01-19,2023-01-24,107108,107128
3575,2022-03-29,2022-04-08,2022-04-10,2022-04-15,104631,104681
24683,2023-02-27,2023-03-09,2023-03-11,2023-03-16,102847,102867
6131,2022-10-13,2022-10-23,2022-10-25,2022-10-30,104369,104419
17204,2022-03-03,2022-03-13,2022-03-15,2022-03-20,108095,108105
20925,2022-10-22,2022-11-01,2022-11-03,2022-11-08,104503,104523
26602,2023-05-07,2023-05-17,2023-05-19,2023-05-24,106949,106999
4351,2022-05-07,2022-05-17,2022-05-19,2022-05-24,109420,109430
15620,2022-03-02,2022-03-12,2022-03-14,2022-03-19,103072,103102
14468,2023-02-09,2023-02-19,2023-02-21,2023-02-26,101151,101181
1876,2022-04-01,2022-04-11,2022-04-13,2022-04-18,108072,108122
8861,2022-04-13,2022-04-23,2022-04-25,2022-04-30,103517,103537
14753,2022-09-08,2022-09-18,2022-09-20,2022-09-25,102566,102616
1962,2023-03-02,2023-03-12,2023-03-14,2023-03-19,109381,109431
30411,2022-02-18,2022-02-28,2022-03-02,2022-03-07,105529,105579
11457,2022-07-29,2022-08-08,2022-08-10,2022-08-15,109509,109559
6745,2022-03-25,2022-04-04,2022-04-06,2022-04-11,111079,111129
5638,2023-04-16,2023-04-26,2023-04-28,2023-05-03,110945,110995
9451,2023-01-01,2023-01-11,2023-01-13,2023-01-18,107405,107455
8392,2022-07-30,2022-08-09,2022-08-11,2022-08-16,110651,110671
10925,2022-07-20,2022-07-30,2022-08-01,2022-08-06,102490,102510
8003,2022-05-24,2022-06-03,2022-06-05,2022-06-10,111119,111129
12698,2022-05-05,2022-05-15,2022-05-17,2022-05-22,100317,100327
14882,2023-03-12,2023-03-22,2023-03-24,2023-03-29,107689,107709
31230,2023-04-29,2023-05-09,2023-05-11,2023-05-16,106291,106321
2118,2023-04-27,2023-05-07,2023-05-09,2023-05-14,105915,105945
