account_exception_id,account_id,employee_id,exception_date,exception_status,exception_type,description
4370,6364,23076,2021-10-07,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4371,26189,25868,2022-11-02,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4372,8405,23797,2022-03-26,Under investigation,Overdrawn account,Account balance dropped below zero
4373,24609,16001,2021-08-31,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4374,7749,15678,2021-05-04,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4375,24938,19754,2020-07-12,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4376,8172,15190,2019-08-26,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4377,20639,3978,2021-08-03,Under investigation,Overdrawn account,Account balance dropped below zero
4378,7839,22510,2023-02-16,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4379,26478,15014,2019-12-07,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4380,11239,9815,2022-01-22,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4381,289,27389,2022-10-28,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4382,3233,1613,2022-01-30,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4383,23718,22118,2021-01-11,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4384,15020,3219,2022-09-26,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4385,26372,22225,2021-08-11,Resolved,Overdrawn account,Account balance dropped below zero
4386,7394,21931,2022-05-11,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4387,9543,9642,2022-01-25,In progress,Overdrawn account,Account balance dropped below zero
4388,26126,23161,2022-09-18,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4389,3495,14736,2020-11-24,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4390,23296,2668,2021-03-24,Under investigation,Overdrawn account,Account balance dropped below zero
4391,11568,14089,2020-06-01,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4392,3113,15794,2023-03-28,In progress,Overdrawn account,Account balance dropped below zero
4393,23227,24547,2021-03-06,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4394,18706,13008,2021-01-11,Under investigation,Overdrawn account,Account balance dropped below zero
4395,20075,23196,2021-09-24,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4396,25677,19435,2023-01-24,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4397,11382,27959,2022-10-21,Resolved,Overdrawn account,Account balance dropped below zero
4398,4222,7166,2022-12-24,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4399,4423,19214,2022-12-19,Resolved,Overdrawn account,Account balance dropped below zero
4400,19376,27805,2021-03-30,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4401,10569,4859,2020-05-06,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4402,17670,18184,2022-01-28,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4403,10393,25972,2020-09-06,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4404,25183,26630,2021-08-03,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4405,8932,7718,2020-04-04,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4406,20232,24844,2019-10-03,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4407,15001,27676,2023-01-22,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4408,26887,18108,2020-10-23,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4409,26850,21447,2020-01-24,Under investigation,Overdrawn account,Account balance dropped below zero
4410,21112,27442,2021-01-30,In progress,Overdrawn account,Account balance dropped below zero
4411,19947,10642,2021-12-11,Under investigation,Overdrawn account,Account balance dropped below zero
4412,23104,25680,2020-02-10,In progress,Overdrawn account,Account balance dropped below zero
4413,556,27710,2020-08-16,Under investigation,Overdrawn account,Account balance dropped below zero
4414,12572,9456,2020-07-25,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4415,14203,16821,2021-02-25,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4416,1093,26212,2020-02-16,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4417,4935,20188,2019-07-23,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4418,22846,2654,2020-02-19,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4419,14865,19364,2019-09-16,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4420,14041,12754,2022-07-09,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4421,21000,11422,2022-12-03,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4422,25854,8597,2019-12-27,Resolved,Overdrawn account,Account balance dropped below zero
4423,2541,13700,2020-04-13,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4424,12534,18277,2022-05-24,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4425,13763,8431,2020-05-24,Resolved,Overdrawn account,Account balance dropped below zero
4426,19230,10695,2020-03-15,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4427,8224,16686,2021-03-06,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4428,25294,1725,2019-12-08,Under investigation,Overdrawn account,Account balance dropped below zero
4429,8362,13108,2021-06-10,Under investigation,Overdrawn account,Account balance dropped below zero
4430,7579,23751,2023-04-09,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4431,8941,18049,2023-03-14,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4432,13566,24492,2019-11-08,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4433,6415,11704,2021-03-23,Under investigation,Overdrawn account,Account balance dropped below zero
4434,13620,4345,2021-04-07,In progress,Overdrawn account,Account balance dropped below zero
4435,13008,7628,2020-07-26,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4436,13551,23162,2022-03-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4437,22656,6259,2020-06-04,Resolved,Overdrawn account,Account balance dropped below zero
4438,6669,22124,2023-04-12,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4439,6138,18093,2020-01-11,Under investigation,Overdrawn account,Account balance dropped below zero
4440,2841,317,2022-07-23,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4441,24905,4403,2021-08-05,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4442,18813,8085,2022-01-10,Under investigation,Overdrawn account,Account balance dropped below zero
4443,11813,15154,2019-08-23,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4444,28591,22820,2022-02-16,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4445,17223,22676,2023-04-17,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4446,10643,15997,2022-12-19,Under investigation,Overdrawn account,Account balance dropped below zero
4447,3698,27869,2021-08-23,In progress,Overdrawn account,Account balance dropped below zero
4448,16366,12453,2023-02-03,Resolved,Overdrawn account,Account balance dropped below zero
4449,11973,20769,2022-03-05,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4450,18049,17466,2019-12-14,In progress,Overdrawn account,Account balance dropped below zero
4451,15123,22526,2022-05-17,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4452,26443,6147,2023-02-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4453,7074,26052,2020-05-24,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4454,2832,23073,2021-06-14,Under investigation,Overdrawn account,Account balance dropped below zero
4455,28562,18126,2021-10-31,Resolved,Overdrawn account,Account balance dropped below zero
4456,21838,20462,2020-01-03,Resolved,Overdrawn account,Account balance dropped below zero
4457,15535,1182,2019-07-08,Under investigation,Overdrawn account,Account balance dropped below zero
4458,7651,25638,2023-03-04,In progress,Overdrawn account,Account balance dropped below zero
4459,10360,26420,2022-12-11,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4460,25223,1355,2020-10-16,Under investigation,Overdrawn account,Account balance dropped below zero
4461,3061,1690,2021-08-02,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4462,12025,6981,2023-02-22,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4463,11584,22324,2019-08-11,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4464,10530,1084,2019-10-21,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4465,26307,16583,2020-09-26,In progress,Overdrawn account,Account balance dropped below zero
4466,25080,9190,2019-11-29,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4467,503,8469,2021-02-01,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4468,17146,24510,2023-04-30,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4469,9976,3290,2022-01-15,Resolved,Overdrawn account,Account balance dropped below zero
4470,3564,27069,2020-03-22,Resolved,Overdrawn account,Account balance dropped below zero
4471,22040,23810,2021-05-08,Resolved,Overdrawn account,Account balance dropped below zero
4472,16216,12451,2020-01-29,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4473,17447,1123,2022-08-13,In progress,Overdrawn account,Account balance dropped below zero
4474,17673,6960,2021-05-23,Under investigation,Overdrawn account,Account balance dropped below zero
4475,14366,27096,2023-06-29,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4476,14553,19287,2021-12-31,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4477,28056,21790,2021-08-11,Under investigation,Overdrawn account,Account balance dropped below zero
4478,16661,6165,2022-05-14,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4479,7296,6096,2022-02-04,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4480,5359,4489,2023-04-26,In progress,Overdrawn account,Account balance dropped below zero
4481,17730,13998,2022-05-20,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4482,1339,17082,2023-02-12,Under investigation,Overdrawn account,Account balance dropped below zero
4483,14517,15114,2021-02-14,In progress,Overdrawn account,Account balance dropped below zero
4484,12752,12852,2019-12-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4485,17109,28037,2022-02-15,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4486,15705,27396,2022-01-31,In progress,Overdrawn account,Account balance dropped below zero
4487,10407,19010,2022-12-20,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4488,21573,15067,2022-06-20,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4489,25652,7696,2023-04-04,Resolved,Overdrawn account,Account balance dropped below zero
4490,17068,28606,2021-05-01,Resolved,Overdrawn account,Account balance dropped below zero
4491,8109,3287,2022-09-16,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4492,17431,1766,2021-11-11,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4493,14232,7879,2021-06-06,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4494,3960,27796,2019-08-05,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4495,6162,25726,2020-12-16,Resolved,Overdrawn account,Account balance dropped below zero
4496,14277,16279,2019-08-14,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4497,11637,20406,2023-02-16,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4498,14440,20867,2019-07-18,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4499,5551,24487,2022-12-01,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4500,2887,27000,2020-03-21,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4501,17780,25945,2022-10-29,Resolved,Overdrawn account,Account balance dropped below zero
4502,9459,24359,2020-07-29,Under investigation,Overdrawn account,Account balance dropped below zero
4503,10934,17471,2023-03-13,In progress,Overdrawn account,Account balance dropped below zero
4504,6475,20596,2021-08-17,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4505,16799,20762,2019-07-21,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4506,24332,16220,2022-08-07,Resolved,Overdrawn account,Account balance dropped below zero
4507,17690,11355,2021-07-26,In progress,Overdrawn account,Account balance dropped below zero
4508,25050,22841,2022-10-13,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4509,18580,26978,2021-09-12,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4510,12258,20730,2020-12-30,Under investigation,Overdrawn account,Account balance dropped below zero
4511,26749,27783,2023-04-22,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4512,25643,506,2022-09-23,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4513,12436,11723,2020-08-25,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4514,9529,14680,2022-07-10,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4515,451,4088,2023-05-12,In progress,Overdrawn account,Account balance dropped below zero
4516,20251,8288,2021-12-11,Resolved,Overdrawn account,Account balance dropped below zero
4517,21842,7685,2022-01-07,Resolved,Overdrawn account,Account balance dropped below zero
4518,3342,3220,2019-09-11,Resolved,Overdrawn account,Account balance dropped below zero
4519,17525,19753,2021-06-07,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4520,16497,11017,2021-03-22,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4521,4950,21417,2020-11-17,Under investigation,Overdrawn account,Account balance dropped below zero
4522,26360,24510,2020-05-30,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4523,1206,19607,2021-04-08,Resolved,Overdrawn account,Account balance dropped below zero
4524,25257,19063,2020-01-28,Resolved,Overdrawn account,Account balance dropped below zero
4525,19588,19218,2020-10-20,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4526,7515,5732,2020-05-10,Resolved,Overdrawn account,Account balance dropped below zero
4527,25796,24036,2020-05-27,Under investigation,Overdrawn account,Account balance dropped below zero
4528,12979,6232,2019-10-15,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4529,25669,7861,2020-07-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4530,8535,24227,2023-05-16,Resolved,Overdrawn account,Account balance dropped below zero
4531,22747,16906,2020-06-17,Under investigation,Overdrawn account,Account balance dropped below zero
4532,25415,19357,2022-02-01,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4533,1415,7945,2020-05-20,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4534,19821,18789,2021-01-10,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4535,28132,14013,2020-04-07,In progress,Overdrawn account,Account balance dropped below zero
4536,23758,27420,2022-12-06,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4537,24896,22303,2022-05-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4538,11852,28480,2022-12-18,In progress,Overdrawn account,Account balance dropped below zero
4539,4603,17311,2023-02-28,Resolved,Overdrawn account,Account balance dropped below zero
4540,9646,16555,2023-02-28,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4541,1123,17147,2022-11-23,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4542,9659,10527,2021-04-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4543,9672,10138,2022-12-05,Under investigation,Overdrawn account,Account balance dropped below zero
4544,10093,6572,2020-05-28,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4545,16688,24038,2022-03-14,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4546,15215,8839,2023-04-22,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4547,2397,26202,2019-07-29,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4548,1338,2999,2022-04-14,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4549,6080,21664,2021-11-14,Resolved,Overdrawn account,Account balance dropped below zero
4550,8836,7448,2020-09-22,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4551,17229,18805,2020-03-11,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4552,25278,13011,2019-08-16,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4553,15173,6321,2022-08-06,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4554,19912,10140,2023-03-27,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4555,20891,20133,2023-06-29,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4556,12436,5212,2020-03-26,Under investigation,Overdrawn account,Account balance dropped below zero
4557,27389,12705,2022-05-09,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4558,28944,1828,2023-05-15,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4559,17782,4898,2019-12-13,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4560,25349,26191,2021-05-08,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4561,27630,28679,2020-10-14,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4562,19034,22621,2023-02-21,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4563,2022,23446,2021-11-21,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4564,19795,26009,2020-11-25,Under investigation,Overdrawn account,Account balance dropped below zero
4565,5508,18969,2021-03-04,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4566,28479,6990,2022-06-15,In progress,Overdrawn account,Account balance dropped below zero
4567,28323,9511,2021-04-27,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4568,27061,5973,2023-02-04,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4569,28974,17033,2022-10-23,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4570,14622,25572,2020-06-05,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4571,26098,22626,2023-06-25,Under investigation,Overdrawn account,Account balance dropped below zero
4572,4759,20551,2022-09-16,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4573,23998,19552,2020-01-19,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4574,15801,22206,2019-07-28,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4575,21198,21588,2021-07-29,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4576,16772,12552,2020-01-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4577,26089,22052,2022-12-18,In progress,Overdrawn account,Account balance dropped below zero
4578,20057,5674,2020-08-29,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4579,25255,18746,2023-04-19,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4580,12730,6504,2021-09-10,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4581,28017,19162,2022-12-26,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4582,11607,22367,2021-11-25,Under investigation,Overdrawn account,Account balance dropped below zero
4583,5261,8444,2022-09-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4584,14164,2968,2020-04-12,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4585,12329,1045,2022-04-07,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4586,28077,5300,2020-06-15,Under investigation,Overdrawn account,Account balance dropped below zero
4587,9073,14816,2021-07-20,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4588,19380,389,2019-11-28,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4589,14785,4854,2020-04-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4590,11808,9792,2022-11-14,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4591,22970,19212,2021-12-04,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4592,24681,27246,2021-08-24,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4593,28845,28307,2021-08-27,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4594,11635,17729,2020-05-30,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4595,20866,23668,2019-09-02,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4596,6270,5973,2019-12-02,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4597,26021,26161,2023-02-20,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4598,84,18466,2021-06-30,In progress,Overdrawn account,Account balance dropped below zero
4599,911,25208,2019-08-26,In progress,Overdrawn account,Account balance dropped below zero
4600,14327,7956,2020-07-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4601,15148,26365,2020-03-05,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4602,11508,8884,2019-09-05,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4603,22505,24202,2022-11-12,Resolved,Overdrawn account,Account balance dropped below zero
4604,24106,25153,2021-09-18,Under investigation,Overdrawn account,Account balance dropped below zero
4605,9007,2425,2023-06-09,Under investigation,Overdrawn account,Account balance dropped below zero
4606,5824,4432,2021-08-14,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4607,6305,10003,2019-09-16,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4608,28932,2550,2021-12-20,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4609,6039,14271,2022-08-18,Resolved,Overdrawn account,Account balance dropped below zero
4610,21525,28703,2022-01-03,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4611,24105,21904,2022-11-21,Under investigation,Overdrawn account,Account balance dropped below zero
4612,26787,9440,2021-07-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4613,22761,24732,2023-05-11,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4614,12075,18139,2021-03-02,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4615,22812,24366,2021-12-19,Resolved,Overdrawn account,Account balance dropped below zero
4616,11523,6726,2023-06-29,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4617,28812,2552,2019-08-12,In progress,Overdrawn account,Account balance dropped below zero
4618,6384,3181,2021-11-30,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4619,5419,16615,2020-12-03,Resolved,Overdrawn account,Account balance dropped below zero
4620,26819,16683,2020-03-09,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4621,27944,25514,2022-05-03,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4622,24063,767,2019-10-02,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4623,9174,12940,2020-04-22,Resolved,Overdrawn account,Account balance dropped below zero
4624,7416,25223,2022-06-19,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4625,28762,5174,2021-02-22,Resolved,Overdrawn account,Account balance dropped below zero
4626,17166,8066,2023-04-19,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4627,17724,24778,2022-02-27,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4628,20969,3420,2022-11-16,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4629,1367,19627,2020-10-02,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4630,20919,3753,2022-07-12,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4631,15438,14976,2022-07-08,Under investigation,Overdrawn account,Account balance dropped below zero
4632,14146,27690,2021-09-19,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4633,28148,17648,2019-11-11,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4634,3096,7774,2023-02-07,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4635,3463,10001,2021-10-19,Resolved,Overdrawn account,Account balance dropped below zero
4636,5939,25704,2020-08-14,Resolved,Overdrawn account,Account balance dropped below zero
4637,11493,21766,2020-11-11,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4638,26667,28620,2020-07-12,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4639,13533,16551,2021-10-29,Under investigation,Overdrawn account,Account balance dropped below zero
4640,13888,25232,2021-09-26,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4641,20589,24580,2019-12-13,Under investigation,Overdrawn account,Account balance dropped below zero
4642,3508,20878,2022-07-17,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4643,18322,25147,2021-12-14,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4644,23697,1238,2021-03-17,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4645,1193,12889,2019-09-30,Under investigation,Overdrawn account,Account balance dropped below zero
4646,11915,11412,2019-07-11,Resolved,Overdrawn account,Account balance dropped below zero
4647,921,14546,2021-10-16,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4648,2759,21194,2023-06-26,Resolved,Overdrawn account,Account balance dropped below zero
4649,11839,16462,2020-12-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4650,25060,8956,2022-11-10,Under investigation,Overdrawn account,Account balance dropped below zero
4651,24542,8194,2023-04-17,In progress,Overdrawn account,Account balance dropped below zero
4652,5753,19724,2023-06-28,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4653,18890,19159,2021-07-06,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4654,26347,3148,2021-10-19,Under investigation,Overdrawn account,Account balance dropped below zero
4655,6489,2297,2020-09-10,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4656,5746,10030,2021-04-30,Under investigation,Overdrawn account,Account balance dropped below zero
4657,13108,25571,2021-05-30,Under investigation,Overdrawn account,Account balance dropped below zero
4658,28798,19645,2020-11-17,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4659,9903,5046,2023-01-26,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4660,12499,299,2021-12-03,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4661,2480,5878,2021-08-02,Under investigation,Overdrawn account,Account balance dropped below zero
4662,15317,7615,2021-01-28,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4663,10345,10461,2019-11-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4664,20992,13908,2022-05-12,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4665,23359,6857,2020-02-20,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4666,21727,18617,2023-06-06,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4667,2860,14471,2023-04-30,Under investigation,Overdrawn account,Account balance dropped below zero
4668,24617,15692,2022-07-26,Under investigation,Overdrawn account,Account balance dropped below zero
4669,7110,1285,2020-08-31,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4670,4676,4406,2021-01-12,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4671,4144,22795,2020-09-14,In progress,Unauthorized transaction,Suspicious transaction detected on the account
4672,21318,17953,2022-09-05,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4673,13280,5410,2023-05-31,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4674,18990,13250,2021-06-29,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4675,27319,17474,2019-08-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4676,1443,2564,2020-04-25,Under investigation,Overdrawn account,Account balance dropped below zero
4677,23172,4383,2020-05-19,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4678,989,14595,2020-09-21,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4679,467,18350,2022-08-23,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4680,16893,28714,2021-07-06,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
4681,4443,1515,2023-01-15,Resolved,Overdrawn account,Account balance dropped below zero
4682,6320,13744,2022-03-06,Under investigation,Overdrawn account,Account balance dropped below zero
4683,25239,15861,2021-02-22,Under investigation,Overdrawn account,Account balance dropped below zero
4684,11339,28317,2022-05-24,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4685,3096,5468,2022-06-11,Resolved,Overdrawn account,Account balance dropped below zero
4686,28033,2627,2020-03-27,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
4687,22154,7531,2020-07-15,In progress,Account freeze,Account temporarily frozen due to suspected fraud
4688,5072,1993,2021-08-18,In progress,Overdrawn account,Account balance dropped below zero
4689,28857,28017,2019-09-26,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
4690,10578,17417,2021-10-11,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
4691,3267,7555,2020-11-12,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
