asset_id,asset_type,purchase_date,purchase_cost,current_cost
3763,Building,2016-08-19,913018,987601
3764,Building,2020-04-07,639339,719802
3765,Land,2022-03-24,256415,561417
3766,Land,2015-08-23,134002,616649
3767,Vehicle,2014-06-14,23221,9231
3768,Building,2020-03-11,163584,251196
3769,Land,2020-01-08,296153,625725
3770,Vehicle,2016-07-04,34270,8145
3771,Building,2022-11-17,948665,999481
3772,Equipment,2017-07-04,8777,2820
3773,Vehicle,2013-08-17,27038,8783
3774,Equipment,2022-03-23,8633,2415
3775,IT Software,2016-11-25,8781,9415
3776,IT Software,2017-09-08,6283,6592
3777,Building,2018-03-18,887618,937344
3778,Equipment,2014-05-08,7440,3948
3779,Land,2019-10-16,493085,599493
3780,Equipment,2015-09-23,5514,3109
3781,Vehicle,2014-01-23,21407,9120
3782,Vehicle,2013-09-30,19194,9065
3783,Vehicle,2015-10-08,39880,6126
3784,Vehicle,2014-02-26,30847,5605
3785,Vehicle,2016-11-11,35610,6229
3786,IT Software,2021-04-29,16750,17590
3787,Equipment,2018-04-23,9940,1921
3788,IT Software,2015-07-13,12823,13239
3789,IT Software,2021-08-14,6304,6630
3790,Equipment,2015-05-02,7293,2842
3791,Building,2021-05-24,685372,704082
3792,Vehicle,2019-08-19,22441,8998
3793,IT Software,2016-09-10,11180,11688
3794,IT Software,2017-03-19,14526,14881
3795,Equipment,2022-03-17,6664,4772
3796,Equipment,2020-01-29,7582,2833
3797,Equipment,2015-01-31,6982,1221
3798,IT Software,2018-05-11,2310,3201
3799,Equipment,2017-01-28,7058,4475
3800,Equipment,2017-02-28,6044,4860
3801,Building,2019-01-19,965617,1015374
3802,Equipment,2021-05-24,6089,2206
3803,Equipment,2013-09-04,7489,2898
3804,IT Software,2018-06-29,10616,10967
3805,Land,2017-04-05,226357,433898
3806,Building,2017-02-13,104592,117190
3807,Building,2014-12-22,376966,451734
3808,Land,2015-06-23,420143,685674
3809,IT Software,2023-06-06,18959,19501
3810,Building,2018-05-13,962197,1022697
3811,Land,2016-12-28,240763,649613
3812,Building,2018-08-20,565365,650064
3813,Vehicle,2016-11-09,16045,7346
3814,Vehicle,2018-02-24,30987,8466
3815,IT Software,2022-10-15,2289,2409
3816,Building,2016-10-28,191731,271602
3817,IT Software,2019-10-25,18365,18695
3818,Building,2023-04-03,437507,457009
3819,Building,2016-09-09,983751,1040601
3820,Building,2017-06-13,460357,475869
3821,Vehicle,2013-10-24,10006,6546
3822,Building,2019-04-07,249631,286046
3823,Building,2019-10-13,216707,285291
3824,Building,2022-09-26,682380,758306
3825,Land,2020-04-07,483505,860277
3826,Building,2017-03-15,199591,238601
3827,Equipment,2022-01-11,9028,2874
3828,Land,2014-02-28,202399,673536
3829,IT Software,2019-05-16,10916,11068
3830,Vehicle,2016-02-01,49044,8694
3831,Land,2014-09-08,362364,765237
3832,Vehicle,2016-08-15,24997,5514
3833,Equipment,2014-06-12,7803,1124
3834,IT Software,2016-12-09,15328,16306
3835,Land,2014-11-21,180941,594270
3836,Land,2021-08-12,299728,581379
3837,Vehicle,2018-09-03,23716,5442
3838,IT Software,2020-03-17,19390,19543
3839,Land,2019-10-29,497433,815941
3840,Building,2017-06-05,687858,711383
3841,Land,2020-10-11,381687,494481
3842,Vehicle,2017-10-01,12374,6413
3843,Building,2019-05-06,768352,805519
3844,IT Software,2023-05-20,13027,13873
3845,Land,2015-04-16,255832,518422
3846,Building,2022-11-11,106254,157340
3847,Equipment,2019-11-07,7465,4388
3848,IT Software,2017-11-29,6625,7161
3849,Land,2016-01-16,138470,420964
3850,Vehicle,2021-06-18,27999,5808
3851,IT Software,2013-11-11,17789,18218
3852,IT Software,2015-11-25,9966,10407
3853,Land,2019-12-30,286829,614117
3854,Building,2017-12-12,790808,855606
3855,Equipment,2014-08-22,7768,3358
3856,Building,2023-04-03,400646,436354
3857,Building,2014-06-02,368663,440068
3858,Equipment,2021-06-26,9953,4953
3859,IT Software,2018-05-24,3216,3692
3860,Land,2022-06-02,207765,348378
3861,Building,2022-04-03,191297,238065
3862,Vehicle,2023-01-01,10003,5154
3863,Equipment,2018-02-27,6607,3149
3864,Vehicle,2018-05-22,44186,7662
3865,Building,2016-05-10,477204,535925
3866,IT Software,2022-06-16,12118,12545
3867,IT Software,2016-03-27,5728,6494
3868,IT Software,2021-08-25,18398,19066
3869,Land,2015-09-06,203551,403686
3870,Vehicle,2014-03-14,38194,7781
3871,Land,2014-08-04,248881,349676
3872,Vehicle,2018-01-18,35764,9836
3873,IT Software,2019-12-07,18209,18633
3874,Building,2022-08-27,360233,441756
3875,Equipment,2017-11-30,8050,4603
3876,Building,2017-12-12,536263,613483
3877,Land,2015-03-10,101124,408452
3878,Equipment,2016-10-21,6395,2198
3879,Building,2017-03-03,287973,386239
3880,IT Software,2015-05-16,5309,6284
3881,IT Software,2020-10-15,6646,6780
3882,Vehicle,2019-06-05,28302,7931
3883,Land,2015-02-09,179817,621036
3884,Vehicle,2017-08-03,16133,5021
3885,Building,2014-02-25,483062,544694
3886,Vehicle,2018-08-05,10631,8934
3887,IT Software,2021-05-01,6246,7136
3888,Vehicle,2019-01-17,29486,5314
3889,Vehicle,2019-04-18,14801,8945
3890,IT Software,2019-10-20,9332,9463
3891,Vehicle,2020-06-27,39309,8682
3892,Equipment,2017-05-14,6999,1082
3893,Vehicle,2022-08-09,25809,5649
3894,Building,2016-05-25,516786,581988
3895,Land,2019-06-21,334352,724971
3896,Building,2016-03-17,187735,223151
3897,Vehicle,2015-07-29,32432,9063
3898,Equipment,2018-03-19,7193,2896
3899,Building,2021-06-09,259024,306716
3900,IT Software,2017-07-01,19081,19112
3901,Building,2019-03-01,525987,625449
3902,IT Software,2015-12-23,12467,13216
3903,Land,2021-12-15,451901,838746
3904,Vehicle,2020-07-25,16276,9374
3905,Equipment,2022-10-28,5861,3814
3906,Land,2016-04-10,241350,468819
3907,Land,2017-11-16,104025,572106
3908,Land,2016-02-26,234101,398696
3909,Building,2017-04-21,629160,716531
3910,Land,2014-02-19,286036,762466
3911,Land,2022-04-02,362902,859087
3912,Equipment,2016-01-30,6571,3972
3913,Vehicle,2015-06-03,37249,8735
3914,IT Software,2022-03-16,10196,10748
3915,Building,2022-06-01,275897,291580
3916,Equipment,2019-01-20,5006,4143
3917,Building,2021-01-03,377576,430322
3918,Land,2015-09-19,271883,446237
3919,Equipment,2016-02-07,5588,4006
3920,Building,2020-07-15,255064,274206
3921,Equipment,2014-04-16,7890,2032
3922,Vehicle,2020-11-30,10995,9155
3923,Building,2021-11-24,137433,195720
3924,Building,2014-08-24,256828,312913
3925,Vehicle,2020-01-06,10123,5244
3926,Vehicle,2014-04-22,25062,6795
3927,Vehicle,2020-05-05,48775,9362
3928,Vehicle,2018-11-04,33998,8077
3929,Building,2022-09-27,819708,834862
3930,Equipment,2016-02-12,7739,2419
3931,Vehicle,2019-05-16,38003,7310
3932,Vehicle,2022-09-24,25015,5486
3933,Vehicle,2022-01-15,40741,7638
3934,Vehicle,2016-12-09,14363,6479
3935,Land,2022-02-09,254943,700197
3936,Vehicle,2019-08-16,30314,7936
3937,Land,2016-02-02,278741,583991
3938,Equipment,2018-07-12,9922,4298
3939,Equipment,2021-06-07,8224,3479
3940,Land,2022-11-13,314046,591626
3941,Equipment,2020-08-12,6819,3119
3942,IT Software,2022-04-11,15409,15620
3943,Vehicle,2017-09-19,38968,7118
3944,Land,2023-01-12,240928,465314
3945,Vehicle,2014-07-25,47984,7926
3946,Land,2014-11-13,321418,804829
3947,Land,2022-09-23,144217,284806
3948,Land,2021-01-25,190234,567074
3949,Building,2016-06-29,297981,320949
3950,IT Software,2018-02-19,15292,15463
3951,Vehicle,2019-09-10,45531,6658
3952,Vehicle,2016-01-24,11048,6438
3953,Building,2022-12-05,649325,701115
3954,Land,2022-07-29,144249,408087
3955,IT Software,2016-06-01,16299,16365
3956,Building,2014-12-06,612637,674538
3957,Building,2023-03-10,847629,913763
3958,IT Software,2014-05-22,13013,13756
3959,Equipment,2019-08-03,9557,3176
3960,Building,2019-03-17,842151,913074
3961,Vehicle,2019-07-02,35933,8201
3962,Equipment,2021-05-29,6081,2594
3963,Vehicle,2014-06-27,45006,9826
3964,Land,2021-10-03,288725,503872
3965,Equipment,2020-12-12,5604,1793
3966,Building,2023-04-26,944212,1012659
3967,Land,2020-06-27,145074,456852
3968,Vehicle,2014-11-21,34196,5753
3969,Vehicle,2022-02-04,46265,7201
3970,Land,2021-10-18,216240,681492
3971,Building,2021-11-15,465506,551037
3972,Vehicle,2018-01-06,32589,8129
3973,Equipment,2014-04-03,5636,2746
3974,Vehicle,2021-01-31,33300,7397
3975,Equipment,2022-04-01,5713,2250
3976,IT Software,2022-08-17,15254,15573
3977,Building,2022-08-28,503391,587604
3978,Vehicle,2016-08-19,31441,6220
3979,IT Software,2018-08-16,11024,11537
3980,Land,2018-08-19,241241,564081
3981,Equipment,2014-07-22,6424,3137
3982,Land,2020-04-18,204480,398720
3983,IT Software,2021-08-03,15084,15639
3984,IT Software,2018-07-22,1421,1972
3985,IT Software,2021-06-10,19991,20602
3986,Vehicle,2023-01-15,44371,8025
3987,Building,2023-02-09,187413,211720
3988,Land,2020-05-26,105774,547444
3989,Vehicle,2022-03-09,31809,6055
3990,Building,2017-05-16,119660,164533
3991,Land,2015-03-13,461558,808826
3992,Vehicle,2020-02-14,41013,7628
3993,Building,2014-02-17,205720,288232
3994,Equipment,2022-12-21,8428,4032
3995,Equipment,2017-03-01,7264,1259
3996,IT Software,2020-08-15,5249,5327
3997,Equipment,2013-12-03,9339,3217
3998,IT Software,2022-06-21,10883,11741
3999,Building,2015-01-17,609714,659097
4000,IT Software,2021-05-24,7546,7717
4001,Land,2014-02-07,128764,272276
4002,Land,2020-06-27,172447,635295
4003,Equipment,2019-03-16,7360,2517
4004,Land,2018-12-30,321864,635393
4005,Equipment,2021-08-23,5617,1671
4006,Land,2016-10-28,434431,910740
4007,Equipment,2020-09-20,7511,3986
4008,Vehicle,2015-12-07,37151,5423
4009,IT Software,2018-06-06,12054,12727
4010,Vehicle,2019-02-13,38465,5073
4011,Building,2018-12-15,505468,548450
4012,Vehicle,2014-07-05,37054,6330
4013,Land,2018-09-19,451249,924118
4014,Equipment,2018-09-22,6974,3141
4015,IT Software,2020-11-27,12717,13564
4016,Land,2023-01-19,379271,724932
4017,Vehicle,2020-12-02,32628,7121
4018,Land,2023-05-20,433750,814567
4019,Equipment,2019-01-31,9970,3365
4020,Land,2019-04-06,131524,452121
4021,Vehicle,2021-12-20,35113,5752
4022,Equipment,2016-12-18,9338,3744
4023,Vehicle,2022-05-30,10103,7700
4024,Land,2020-11-11,494965,778072
4025,Building,2019-01-17,728848,811748
4026,Equipment,2018-03-05,9364,1051
4027,Vehicle,2017-04-12,30831,8922
4028,Equipment,2015-01-01,6122,3677
4029,Land,2015-09-25,423112,738798
4030,Building,2020-09-08,405308,426095
4031,Vehicle,2016-02-11,18967,9304
4032,Equipment,2021-04-15,5404,4440
4033,Vehicle,2017-08-05,22858,6503
4034,Building,2016-11-15,754232,775355
4035,Vehicle,2015-06-15,33686,5798
4036,Building,2020-06-02,811489,847986
4037,Vehicle,2017-06-28,33057,5663
4038,IT Software,2022-02-10,18931,19007
4039,Land,2021-06-08,205689,450785
4040,Equipment,2015-09-29,5983,1026
4041,Equipment,2013-08-07,6476,3205
4042,IT Software,2020-01-17,17440,17727
4043,Vehicle,2017-08-10,12112,9700
4044,Building,2015-06-30,735529,757252
4045,Building,2020-05-28,326579,360578
4046,IT Software,2014-11-26,8663,9590
4047,Building,2020-01-25,963894,1000339
4048,Building,2016-10-19,866631,887876
4049,Land,2019-06-24,134346,432216
4050,IT Software,2019-04-26,6264,6844
4051,IT Software,2021-03-13,14392,15063
4052,Vehicle,2022-09-24,22486,8557
4053,Land,2020-09-20,181901,469686
4054,Vehicle,2022-04-29,29908,8725
4055,IT Software,2022-03-31,15600,15800
4056,Equipment,2016-08-06,6861,1433
4057,Vehicle,2018-12-12,33690,5390
4058,Building,2018-03-12,942661,1002137
4059,Land,2018-01-08,418343,702576
4060,IT Software,2015-09-27,8872,9624
4061,Vehicle,2022-12-15,10948,6762
4062,Vehicle,2022-03-17,15959,7616
4063,Land,2017-07-09,201886,624176
4064,Building,2019-06-23,657128,722473
4065,Equipment,2018-10-18,6657,4461
4066,IT Software,2016-11-03,5889,6437
4067,Land,2020-11-18,167083,419232
4068,Equipment,2020-07-22,8793,3051
4069,IT Software,2021-06-23,14215,14628
4070,IT Software,2021-06-02,9826,10141
4071,Land,2018-03-01,298784,430989
4072,Equipment,2018-05-21,5709,1982
4073,IT Software,2019-04-13,19592,19630
4074,Equipment,2014-08-15,7989,4977
4075,Vehicle,2015-11-15,21484,5142
4076,Vehicle,2020-09-23,34593,5104
4077,Building,2021-11-23,410022,444170
4078,Equipment,2019-08-10,8738,4421
4079,Land,2016-05-27,466306,749048
4080,Vehicle,2017-09-21,11931,5889
4081,IT Software,2019-11-24,1758,2740
4082,Building,2021-07-02,873357,962091
4083,Building,2017-12-08,356115,443819
4084,Building,2021-01-24,115731,182089
4085,Vehicle,2021-01-16,20319,9960
4086,Building,2017-04-20,962195,1052051
4087,Equipment,2015-04-06,5854,1168
4088,Vehicle,2018-02-16,10812,5772
4089,Vehicle,2016-10-15,35734,7253
4090,IT Software,2017-02-27,11078,11211
4091,Equipment,2021-11-07,8172,2932
4092,Building,2018-04-18,108795,177738
4093,Vehicle,2022-12-05,27339,5191
4094,Building,2015-09-29,657182,698865
4095,Land,2016-01-11,394582,813816
4096,IT Software,2016-03-09,17219,17953
4097,Vehicle,2016-08-06,48202,7264
4098,IT Software,2022-03-21,17539,18136
4099,Vehicle,2022-11-12,26558,8456
4100,Building,2020-09-11,401237,422026
4101,Vehicle,2014-07-16,33700,7451
4102,Land,2017-01-31,230729,671788
4103,Vehicle,2016-09-19,35232,8068
4104,Land,2016-09-13,464386,803577
4105,Building,2017-08-07,258400,310254
4106,Land,2022-05-23,420879,543386
4107,Equipment,2023-01-10,6315,4022
4108,Building,2020-07-01,146121,187156
4109,Building,2015-05-27,875434,950991
4110,Equipment,2022-01-06,8295,3584
4111,Equipment,2022-12-01,7853,1308
4112,Vehicle,2023-02-20,10643,6936
4113,Building,2014-12-30,938007,1034787
4114,Equipment,2015-10-15,5310,2233
4115,Vehicle,2022-06-15,17584,5732
4116,Equipment,2014-07-16,5726,2634
4117,Land,2015-11-25,341884,706998
4118,Building,2017-09-14,458565,498345
4119,IT Software,2016-06-10,9881,10373
4120,Equipment,2015-10-25,9370,2180
4121,Vehicle,2019-09-02,48708,5033
4122,Land,2016-10-22,245038,630061
4123,IT Software,2013-11-29,11600,12116
4124,Land,2021-03-24,463873,724300
4125,IT Software,2020-12-06,18094,18860
4126,Building,2014-11-10,213711,239688
4127,Equipment,2015-09-27,5068,3435
4128,Land,2019-06-27,333026,562144
4129,Vehicle,2014-02-25,39873,7996
4130,Equipment,2014-02-25,5135,1451
4131,IT Software,2016-10-09,16229,16770
4132,IT Software,2022-04-25,2594,3220
4133,Building,2018-07-03,808297,868780
4134,IT Software,2020-11-10,3676,4161
4135,Equipment,2022-12-08,9580,3945
4136,Building,2015-12-03,457740,535377
4137,IT Software,2017-04-24,8679,9331
4138,Vehicle,2014-06-19,16543,6263
4139,IT Software,2015-07-11,15478,16275
4140,Vehicle,2014-06-14,14066,6097
4141,Building,2016-03-28,523570,589930
4142,Vehicle,2014-12-19,47164,9891
4143,IT Software,2021-02-24,16399,16718
4144,Building,2017-11-07,979763,1051486
4145,Building,2014-01-07,921929,976519
4146,Equipment,2019-02-11,8094,2212
4147,Equipment,2021-09-07,6319,2908
4148,Land,2016-04-15,338080,562388
4149,Equipment,2016-03-02,8780,4080
4150,IT Software,2018-01-14,19846,19941
4151,Land,2015-12-24,457479,722069
4152,IT Software,2021-03-23,18898,19717
4153,Building,2019-08-12,316284,377886
4154,Land,2015-06-22,298408,476861
4155,Equipment,2020-05-16,6458,1156
4156,Vehicle,2020-02-28,10088,8560
4157,Land,2023-06-05,413531,642796
4158,Equipment,2014-10-16,7339,4565
4159,Equipment,2020-02-18,7969,4217
4160,Vehicle,2014-10-10,37469,10000
4161,Equipment,2021-04-24,6235,1969
4162,Equipment,2014-10-03,8509,3913
4163,Vehicle,2022-06-17,18747,7009
4164,Vehicle,2017-02-25,48810,8804
4165,Equipment,2017-12-25,5388,1878
4166,Land,2015-10-23,150003,474879
4167,Vehicle,2020-05-09,28735,6179
4168,Land,2014-01-21,298242,781218
4169,Vehicle,2015-01-03,23997,7220
4170,Vehicle,2018-08-01,47101,8059
4171,Land,2018-10-30,189462,654749
4172,Equipment,2020-01-11,7075,1025
4173,IT Software,2015-02-11,11393,11461
4174,Building,2022-07-26,361448,409936
4175,Equipment,2015-07-14,5090,4325
4176,Equipment,2018-03-09,5922,4031
4177,Vehicle,2022-09-22,15529,8244
4178,Vehicle,2014-05-25,21224,7249
4179,IT Software,2018-03-14,12907,13713
4180,Vehicle,2017-02-13,26382,9159
4181,Building,2021-05-30,651456,681407
4182,Land,2021-07-17,133871,252740
4183,Vehicle,2022-04-19,14300,9079
4184,Vehicle,2015-03-29,28604,6010
4185,Building,2014-04-27,716242,786169
4186,Land,2019-08-25,376859,650372
4187,Land,2017-06-05,343389,594855
4188,Building,2019-08-22,945734,1033292
4189,IT Software,2021-10-02,19219,19895
4190,Land,2022-05-18,188560,562646
4191,IT Software,2022-08-09,1695,2392
4192,Vehicle,2015-03-30,33185,8353
4193,Equipment,2023-05-13,6748,1039
4194,Equipment,2017-12-30,8752,4039
4195,Building,2016-06-14,589470,685559
4196,Vehicle,2018-03-24,26383,7358
4197,Land,2022-11-18,130531,388964
4198,Vehicle,2014-05-02,24063,7964
4199,Land,2022-10-01,309007,767815
4200,Vehicle,2020-06-06,36358,9650
4201,Vehicle,2013-11-27,32176,9919
4202,Equipment,2018-10-15,7145,3636
4203,Vehicle,2021-01-08,18973,6627
4204,Building,2021-07-20,654312,722537
4205,Equipment,2014-08-09,8394,3175
4206,IT Software,2020-09-16,18805,19719
4207,Land,2019-06-28,109206,519154
4208,IT Software,2018-02-04,18182,18663
4209,Vehicle,2020-01-06,30570,5918
4210,Vehicle,2014-02-03,48843,9848
4211,Land,2021-02-20,310159,771506
4212,Building,2019-04-04,936874,1036084
4213,Vehicle,2015-04-23,14578,8084
4214,Land,2013-08-29,185120,583442
4215,Land,2014-09-04,126341,254144
4216,IT Software,2023-06-07,18820,19797
4217,Equipment,2020-01-31,7198,4565
4218,Vehicle,2013-11-30,17985,9054
4219,IT Software,2020-05-17,5402,6201
4220,Vehicle,2017-09-16,23103,7830
4221,Building,2019-09-04,433845,467377
4222,Equipment,2021-04-19,8033,2887
4223,Building,2017-11-05,488972,560953
4224,Equipment,2022-05-20,5890,3259
4225,Land,2018-06-25,485341,677146
4226,Land,2021-08-10,170979,454161
4227,Vehicle,2021-08-02,20530,5305
4228,Land,2020-02-24,374460,641115
4229,IT Software,2017-08-14,5951,6323
4230,Vehicle,2016-05-08,27173,6284
4231,Land,2014-01-24,425423,889703
4232,Land,2018-07-01,251519,736175
4233,IT Software,2018-10-17,10758,11473
4234,Equipment,2015-08-09,7708,1169
4235,Building,2021-10-02,107457,195219
4236,IT Software,2013-08-20,15069,15720
4237,IT Software,2023-06-11,18034,18709
4238,IT Software,2019-11-24,3602,3684
4239,Vehicle,2017-09-15,20919,7513
4240,Building,2014-11-17,156095,196683
4241,Land,2015-03-17,212975,647771
4242,Vehicle,2020-05-23,47005,9062
4243,Vehicle,2023-06-04,41865,9274
4244,IT Software,2021-05-02,7718,8591
4245,Building,2019-07-23,117544,203417
4246,Vehicle,2016-04-26,12751,5255
4247,Vehicle,2020-09-28,38087,9158
4248,Land,2014-04-07,242325,375980
4249,Vehicle,2021-05-27,23061,7871
4250,Land,2018-09-09,494785,664471
4251,Vehicle,2016-03-07,30813,8625
4252,Vehicle,2017-11-18,29437,8490
4253,Vehicle,2017-07-07,27782,7666
4254,Land,2022-10-02,169824,607836
4255,IT Software,2022-10-02,8335,8836
4256,Building,2020-09-09,517525,601704
4257,Building,2015-06-02,926303,981585
4258,IT Software,2022-12-30,12333,12908
4259,Land,2016-03-12,338785,805954
4260,Land,2022-09-28,494480,603329
4261,Equipment,2015-02-26,9648,2239
4262,IT Software,2023-06-08,6523,7051
4263,Vehicle,2020-08-13,44065,7075
4264,Equipment,2020-12-25,8094,4223
4265,Land,2014-02-12,166630,415907
4266,Vehicle,2023-02-23,23954,6181
4267,IT Software,2016-08-30,9004,9533
4268,Equipment,2023-03-22,8446,2213
4269,Land,2014-02-09,401025,515106
4270,Vehicle,2019-08-25,23072,9671
4271,Vehicle,2015-11-26,21354,6328
4272,Vehicle,2021-10-13,16593,6939
4273,IT Software,2019-08-18,17394,18237
4274,Vehicle,2022-12-21,13413,9327
4275,Vehicle,2020-03-04,45339,6621
4276,Land,2017-04-06,366740,772781
4277,Equipment,2017-06-09,5478,3034
4278,Equipment,2018-03-20,6574,4600
4279,Vehicle,2022-05-30,36748,8735
4280,Land,2018-08-24,156201,550806
4281,IT Software,2017-05-04,18069,18636
4282,Vehicle,2017-02-05,35168,7843
4283,Vehicle,2021-10-13,49441,7587
4284,Land,2018-04-06,477738,920939
4285,Vehicle,2023-01-21,46406,9248
4286,Vehicle,2020-01-16,42274,9920
4287,Land,2014-05-21,220461,673300
4288,IT Software,2016-03-11,13622,13968
4289,Vehicle,2022-05-26,34464,9809
4290,Building,2023-01-28,772729,809650
4291,Building,2017-06-21,249273,309174
4292,Land,2021-04-07,295187,747502
4293,Vehicle,2021-03-24,25502,6473
4294,Equipment,2018-12-09,7014,3590
4295,IT Software,2020-09-11,8379,8943
4296,Vehicle,2014-03-25,44570,7630
4297,Vehicle,2021-05-24,10038,5043
4298,Equipment,2019-12-18,6607,3812
4299,Building,2015-01-21,252974,300927
4300,Land,2020-04-24,143377,595668
4301,IT Software,2015-02-26,2100,2972
4302,Equipment,2014-09-16,6374,2930
4303,Vehicle,2020-06-23,15551,8975
4304,Building,2015-02-13,796996,872622
4305,IT Software,2022-09-06,2981,3257
4306,Equipment,2023-03-29,6306,3366
4307,Land,2023-07-14,459316,907053
4308,IT Software,2015-12-17,17022,17395
4309,Building,2020-10-15,327836,338032
4310,Vehicle,2015-12-18,35906,7673
4311,Land,2015-06-06,410781,718230
4312,Vehicle,2015-05-28,34083,6855
4313,Equipment,2019-04-06,6066,2403
4314,Vehicle,2017-10-12,31260,6142
4315,Equipment,2014-07-28,6499,2151
4316,Equipment,2014-10-30,7098,2020
4317,Equipment,2018-07-10,8732,1098
4318,Equipment,2017-12-08,6668,2118
4319,Equipment,2015-10-06,9535,2257
4320,Building,2021-02-02,742290,752581
4321,Vehicle,2013-08-25,28225,6514
4322,Vehicle,2013-12-12,46233,6774
4323,Equipment,2021-02-16,5939,2034
4324,Building,2021-07-19,458007,539835
4325,Equipment,2022-04-16,9101,4998
4326,Building,2021-12-30,945178,963911
4327,Building,2019-10-17,791705,849550
4328,IT Software,2021-06-01,11046,11427
4329,IT Software,2021-07-03,1915,2188
4330,IT Software,2014-08-09,15250,15508
4331,Building,2021-03-10,610704,653177
4332,Land,2021-02-21,139568,562685
4333,Building,2022-12-13,651485,707381
4334,Equipment,2016-04-09,6708,4913
4335,Building,2016-03-24,482800,522568
4336,Vehicle,2018-07-03,15306,6295
4337,Equipment,2016-08-27,9249,2333
4338,Building,2013-08-22,367935,414057
4339,Building,2015-07-30,194711,281197
4340,Equipment,2022-09-18,8498,2024
4341,Equipment,2014-10-31,7494,1749
4342,IT Software,2014-03-09,11374,12340
4343,Land,2019-04-14,400651,746372
4344,Vehicle,2018-06-15,29292,9047
4345,Land,2015-08-26,444401,603497
4346,Building,2021-11-01,320350,360209
4347,Vehicle,2019-09-23,42490,5980
4348,Equipment,2019-05-02,6750,1099
4349,Equipment,2019-09-02,9384,3322
4350,Land,2019-05-19,444976,760753
4351,IT Software,2015-09-06,14037,15006
4352,Equipment,2014-09-16,5338,1177
4353,IT Software,2016-09-27,19169,19790
4354,Vehicle,2020-08-05,28088,5164
4355,Land,2021-07-16,273490,572132
4356,Building,2015-07-10,424674,460652
4357,Vehicle,2016-06-15,48911,9913
4358,IT Software,2018-08-24,6974,7348
4359,Equipment,2017-12-08,8618,2955
4360,IT Software,2019-08-14,12422,13187
4361,Land,2021-06-16,200737,695548
4362,Vehicle,2014-08-19,33724,8124
4363,IT Software,2023-06-15,18958,19609
4364,Building,2015-11-29,780077,863564
4365,Equipment,2020-08-09,6194,4767
4366,Vehicle,2018-01-01,14370,6146
4367,Equipment,2017-09-06,7328,1279
4368,Land,2015-12-28,125893,583015
4369,Vehicle,2020-09-07,49908,6599
4370,Building,2023-05-06,958201,999739
4371,Vehicle,2016-05-06,17539,9712
4372,IT Software,2013-12-10,13823,14450
4373,Equipment,2021-08-08,8824,1945
4374,IT Software,2017-03-04,16976,17054
4375,Land,2018-06-25,162483,582408
4376,Land,2015-03-17,449226,788291
4377,Equipment,2022-06-07,7821,4500
4378,Equipment,2020-07-10,6932,3460
4379,Land,2018-03-15,259012,729349
4380,Equipment,2013-09-13,8591,4204
4381,Vehicle,2021-06-24,45644,8984
4382,Building,2018-04-01,831479,877169
4383,Building,2017-02-26,641662,688772
4384,IT Software,2022-07-05,8669,8747
4385,IT Software,2014-04-02,1889,2553
4386,IT Software,2017-05-06,3458,3753
4387,Vehicle,2022-06-27,36848,8299
4388,Land,2018-11-27,261140,730863
4389,Land,2014-05-09,145935,297253
4390,IT Software,2016-10-24,1290,1707
4391,IT Software,2020-01-01,14894,15831
4392,Building,2022-11-08,941402,962406
4393,Building,2014-08-29,814647,873975
4394,Equipment,2018-06-11,8212,4758
4395,IT Software,2021-07-15,4795,5773
4396,Land,2019-12-13,298955,567654
4397,Land,2020-03-11,120652,337300
4398,IT Software,2022-11-24,19727,19816
4399,Equipment,2013-11-11,5684,2152
4400,Vehicle,2020-09-03,15075,9515
4401,IT Software,2018-05-16,17241,17924
4402,Equipment,2016-01-13,6835,1141
4403,Equipment,2020-10-15,5337,2640
4404,IT Software,2019-07-12,10317,11053
4405,Vehicle,2015-01-04,25546,6366
4406,Equipment,2015-12-15,6296,1287
4407,Vehicle,2019-06-09,47263,9557
4408,IT Software,2015-02-27,7152,7673
4409,IT Software,2022-03-20,8454,9292
4410,Equipment,2023-05-22,5965,3484
4411,Land,2014-10-05,362304,656185
4412,Building,2020-07-12,921676,985311
4413,Land,2014-06-24,474121,738381
4414,Building,2020-04-23,900732,976324
4415,Equipment,2014-02-17,6479,1680
4416,Vehicle,2014-12-13,24636,9097
4417,Building,2014-07-10,407242,490134
4418,Land,2020-06-08,488045,886735
4419,IT Software,2017-01-10,1701,1944
4420,Building,2018-07-05,361921,432669
4421,Building,2015-12-10,719932,741765
4422,Equipment,2015-05-23,8610,2506
4423,Equipment,2017-05-15,5439,3843
4424,Vehicle,2016-01-27,39224,6604
4425,Vehicle,2016-12-30,29120,7603
4426,Vehicle,2021-01-18,21693,6170
4427,IT Software,2023-04-04,15691,16685
4428,IT Software,2019-11-11,19779,20581
4429,Equipment,2017-03-27,9336,2515
4430,Land,2021-05-27,262727,415614
4431,Land,2020-06-20,278440,621264
4432,IT Software,2018-09-27,10310,11144
4433,Equipment,2019-04-06,9752,2826
4434,IT Software,2021-08-11,12345,13161
4435,IT Software,2017-08-09,4896,5740
4436,IT Software,2022-08-04,19222,19543
4437,IT Software,2018-06-08,12324,12921
4438,IT Software,2014-01-07,13068,13951
4439,Land,2017-01-25,494599,697570
4440,Building,2017-02-27,762702,855586
4441,Equipment,2014-04-07,7965,3104
4442,IT Software,2018-11-06,6094,6405
4443,IT Software,2020-09-30,10220,10846
