expense_id,expense_date,expense_amount,description,department_id
7030,2019-11-04,1741,expense related to trade finance,2
7031,2023-03-24,8782,expense related to liquidity management,7
7032,2020-05-08,5704,expense related to savings account,1
7033,2023-02-20,5417,expense related to marketing campaigns,9
7034,2021-05-07,7459,expense related to market research,9
7035,2021-04-06,6259,expense related to personalized advisory services for affluent customers,4
7036,2023-05-23,5266,expense related to internal controls,6
7037,2021-05-02,4854,expense related to savings account,1
7038,2023-06-01,4641,expense related to trading operations,7
7039,2023-05-13,3839,expense related to training and development,8
7040,2022-06-04,9253,expense related to trading operations,7
7041,2020-08-12,4010,expense related to liquidity management,7
7042,2022-06-22,6206,expense related to checking account,1
7043,2022-03-18,2741,expense related to technology upgrades,5
7044,2020-09-15,3698,expense related to liquidity management,7
7045,2021-04-08,4443,expense related to market research,9
7046,2023-06-07,8786,expense related to investment management,4
7047,2019-07-22,6320,expense related to back-office operations,5
7048,2023-05-20,2931,expense related to performance management,8
7049,2020-10-05,3891,expense related to liquidity management,7
7050,2020-06-17,8778,expense related to treasury activities,7
7051,2022-06-06,2187,expense related to personalized advisory services for affluent customers,4
7052,2023-04-29,1019,expense related to technology upgrades,5
7053,2020-02-19,1770,expense related to capital market operations,3
7054,2019-11-12,7792,expense related to internal controls,6
7055,2020-11-08,6459,expense related to technology upgrades,5
7056,2021-04-28,4027,expense related to performance management,8
7057,2021-05-17,5248,expense related to performance management,8
7058,2021-05-21,7157,expense related to compliance monitoring,6
7059,2020-02-03,5600,expense related to savings account,1
7060,2020-01-19,1881,expense related to risk assessment,6
7061,2019-09-24,3916,expense related to cash management for businesses,2
7062,2020-05-01,7055,expense related to cybersecurity measures,5
7063,2023-05-02,8533,expense related to customer acquisition strategies,9
7064,2022-09-21,3772,expense related to mergers and acquisitions,3
7065,2020-06-30,7604,expense related to cybersecurity measures,5
7066,2023-02-20,3924,expense related to trading operations,7
7067,2020-11-14,9396,expense related to employee recruitment,8
7068,2019-10-25,2309,expense related to investment management,4
7069,2023-06-12,5659,expense related to commercial loans,2
7070,2022-03-15,5313,expense related to capital market operations,3
7071,2020-05-25,3139,expense related to mergers and acquisitions,3
7072,2021-11-09,7733,expense related to cybersecurity measures,5
7073,2022-10-01,6352,expense related to marketing campaigns,9
7074,2020-08-19,1143,expense related to cash management for businesses,2
7075,2022-09-15,6478,expense related to marketing campaigns,9
7076,2019-10-05,2504,expense related to cash management for businesses,2
7077,2020-01-23,1087,expense related to checking account,1
7078,2022-05-10,9490,expense related to cybersecurity measures,5
7079,2022-07-16,1042,expense related to marketing campaigns,9
7080,2022-06-15,4788,expense related to capital market operations,3
7081,2019-11-28,5691,expense related to market research,9
7082,2021-07-03,5282,expense related to capital market operations,3
7083,2022-05-26,6802,expense related to treasury activities,7
7084,2019-10-02,3885,expense related to checking account,1
7085,2022-04-01,9135,expense related to back-office operations,5
7086,2022-08-28,7299,expense related to capital market operations,3
7087,2023-03-31,3864,expense related to treasury activities,7
7088,2019-12-14,2681,expense related to performance management,8
7089,2020-07-27,7822,expense related to credit cards,1
7090,2019-09-09,1593,expense related to technology upgrades,5
7091,2020-12-07,8461,expense related to employee recruitment,8
7092,2021-05-24,3106,expense related to commercial loans,2
7093,2022-10-17,6972,expense related to mergers and acquisitions,3
7094,2021-01-06,9887,expense related to capital market operations,3
7095,2022-03-06,2736,expense related to cash management for businesses,2
7096,2021-10-24,7529,expense related to commercial loans,2
7097,2020-11-03,1104,expense related to investment management,4
7098,2021-07-18,9545,expense related to liquidity management,7
7099,2020-08-25,8660,expense related to cash management for businesses,2
7100,2022-05-04,2980,expense related to compliance monitoring,6
7101,2022-08-07,5970,expense related to savings account,1
7102,2020-11-30,6270,expense related to compliance monitoring,6
7103,2023-01-29,5898,expense related to internal controls,6
7104,2022-10-07,6274,expense related to internal controls,6
7105,2021-01-04,1151,expense related to marketing campaigns,9
7106,2023-05-15,3397,expense related to mergers and acquisitions,3
7107,2019-11-11,3428,expense related to marketing campaigns,9
7108,2022-07-11,2377,expense related to compliance monitoring,6
7109,2022-10-26,8560,expense related to liquidity management,7
7110,2022-03-28,9650,expense related to back-office operations,5
7111,2020-08-01,6411,expense related to risk assessment,6
7112,2022-09-04,7496,expense related to investment management,4
7113,2021-07-20,8799,expense related to marketing campaigns,9
7114,2023-04-11,1756,expense related to commercial loans,2
7115,2019-11-05,4264,expense related to treasury activities,7
7116,2021-10-01,6732,expense related to compliance monitoring,6
7117,2021-10-24,5386,expense related to training and development,8
7118,2023-06-28,5623,expense related to internal controls,6
7119,2023-04-21,3226,expense related to performance management,8
7120,2021-09-08,5142,expense related to credit cards,1
7121,2023-06-18,5856,expense related to trading operations,7
7122,2022-03-12,5529,expense related to treasury activities,7
7123,2021-06-11,6067,expense related to personalized advisory services for affluent customers,4
7124,2019-07-05,7867,expense related to commercial loans,2
7125,2021-01-31,6818,expense related to marketing campaigns,9
7126,2022-07-09,5580,expense related to treasury activities,7
7127,2022-03-19,3688,expense related to internal controls,6
7128,2020-06-13,9309,expense related to marketing campaigns,9
7129,2019-10-30,3926,expense related to customer acquisition strategies,9
7130,2021-01-22,2902,expense related to trade finance,2
7131,2021-01-03,8050,expense related to credit cards,1
7132,2021-10-16,9659,expense related to internal controls,6
7133,2023-01-19,8166,expense related to compliance monitoring,6
7134,2021-02-14,4063,expense related to capital market operations,3
7135,2022-07-27,3133,expense related to trading operations,7
7136,2020-03-18,5853,expense related to savings account,1
7137,2020-08-18,9576,expense related to financial planning,4
7138,2020-09-17,7675,expense related to back-office operations,5
7139,2022-10-05,4041,expense related to capital market operations,3
7140,2022-11-08,5593,expense related to financial planning,4
7141,2019-12-05,1580,expense related to investment management,4
7142,2019-09-01,6503,expense related to market research,9
7143,2023-05-19,4732,expense related to trade finance,2
7144,2021-09-16,1810,expense related to marketing campaigns,9
7145,2020-10-03,2307,expense related to technology upgrades,5
7146,2022-09-20,7884,expense related to market research,9
7147,2022-03-08,6591,expense related to liquidity management,7
7148,2022-06-05,7005,expense related to mergers and acquisitions,3
7149,2019-11-01,2471,expense related to investment management,4
7150,2021-10-22,4562,expense related to technology upgrades,5
7151,2022-12-30,1237,expense related to technology upgrades,5
7152,2021-11-18,4112,expense related to marketing campaigns,9
7153,2019-10-18,1033,expense related to trade finance,2
7154,2020-06-16,4091,expense related to back-office operations,5
7155,2019-07-10,1844,expense related to employee recruitment,8
7156,2021-12-04,6947,expense related to cybersecurity measures,5
7157,2022-08-09,8388,expense related to mergers and acquisitions,3
7158,2020-03-12,4862,expense related to personalized advisory services for affluent customers,4
7159,2021-01-23,9571,expense related to mergers and acquisitions,3
7160,2020-04-10,6816,expense related to financial planning,4
7161,2020-03-17,8641,expense related to compliance monitoring,6
7162,2022-01-01,8455,expense related to credit cards,1
7163,2022-07-25,7325,expense related to performance management,8
7164,2021-10-06,7330,expense related to internal controls,6
7165,2021-06-21,5199,expense related to compliance monitoring,6
7166,2023-04-11,7354,expense related to commercial loans,2
7167,2023-01-05,4405,expense related to investment management,4
7168,2022-01-01,8127,expense related to savings account,1
7169,2021-01-28,4202,expense related to marketing campaigns,9
7170,2020-12-23,2745,expense related to investment management,4
7171,2021-07-13,3314,expense related to cash management for businesses,2
7172,2022-07-30,7002,expense related to technology upgrades,5
7173,2022-03-17,5164,expense related to market research,9
7174,2022-03-05,2821,expense related to compliance monitoring,6
7175,2020-08-22,5871,expense related to liquidity management,7
7176,2020-05-19,9701,expense related to mergers and acquisitions,3
7177,2022-01-28,7751,expense related to compliance monitoring,6
7178,2022-10-02,6065,expense related to capital market operations,3
7179,2020-04-10,9639,expense related to marketing campaigns,9
7180,2020-05-20,1442,expense related to training and development,8
7181,2020-09-04,6954,expense related to capital market operations,3
7182,2021-06-27,8261,expense related to financial planning,4
7183,2022-03-21,6793,expense related to compliance monitoring,6
7184,2019-09-03,4900,expense related to cybersecurity measures,5
7185,2020-04-09,4849,expense related to trading operations,7
7186,2021-08-09,1333,expense related to savings account,1
7187,2022-08-29,8584,expense related to financial planning,4
7188,2023-03-14,9479,expense related to customer acquisition strategies,9
7189,2023-05-03,8398,expense related to personalized advisory services for affluent customers,4
7190,2020-02-29,1842,expense related to customer acquisition strategies,9
7191,2023-03-24,2868,expense related to training and development,8
7192,2019-12-13,7395,expense related to market research,9
7193,2020-08-15,5982,expense related to credit cards,1
7194,2022-11-29,9447,expense related to liquidity management,7
7195,2021-05-08,2249,expense related to training and development,8
7196,2022-01-19,3260,expense related to back-office operations,5
7197,2020-06-12,8776,expense related to back-office operations,5
7198,2022-03-04,6373,expense related to mergers and acquisitions,3
7199,2020-07-20,4172,expense related to training and development,8
7200,2022-04-17,4966,expense related to capital market operations,3
7201,2023-05-30,5090,expense related to cash management for businesses,2
7202,2020-05-18,4402,expense related to commercial loans,2
7203,2023-05-27,9199,expense related to mergers and acquisitions,3
7204,2020-03-15,4287,expense related to investment management,4
7205,2021-11-03,2323,expense related to performance management,8
7206,2020-07-09,7730,expense related to compliance monitoring,6
7207,2022-12-21,2729,expense related to commercial loans,2
7208,2022-09-25,9437,expense related to customer acquisition strategies,9
7209,2019-08-24,9117,expense related to marketing campaigns,9
7210,2020-11-04,8673,expense related to market research,9
7211,2020-03-11,3449,expense related to capital market operations,3
7212,2022-08-14,6306,expense related to compliance monitoring,6
7213,2021-07-08,1200,expense related to commercial loans,2
7214,2021-02-13,2778,expense related to capital market operations,3
7215,2022-09-18,4924,expense related to treasury activities,7
7216,2023-05-13,6349,expense related to savings account,1
7217,2021-02-16,4246,expense related to cash management for businesses,2
7218,2021-04-24,7925,expense related to cash management for businesses,2
7219,2021-11-08,4547,expense related to internal controls,6
7220,2023-05-06,2984,expense related to investment management,4
7221,2022-05-30,7389,expense related to customer acquisition strategies,9
7222,2023-06-27,9459,expense related to commercial loans,2
7223,2020-01-19,3959,expense related to trade finance,2
7224,2020-06-27,9406,expense related to checking account,1
7225,2021-12-29,2342,expense related to performance management,8
7226,2021-06-30,4925,expense related to marketing campaigns,9
7227,2023-03-04,5596,expense related to back-office operations,5
7228,2023-02-10,4150,expense related to customer acquisition strategies,9
7229,2019-07-08,9177,expense related to trade finance,2
7230,2021-10-02,9208,expense related to investment management,4
7231,2020-04-15,6939,expense related to checking account,1
7232,2019-07-22,4544,expense related to financial planning,4
7233,2021-08-11,3162,expense related to internal controls,6
7234,2020-07-18,1505,expense related to savings account,1
7235,2020-07-07,4177,expense related to financial planning,4
7236,2021-04-01,7713,expense related to savings account,1
7237,2022-05-23,9171,expense related to credit cards,1
7238,2020-10-18,3564,expense related to internal controls,6
7239,2020-06-27,7815,expense related to marketing campaigns,9
7240,2020-09-11,9141,expense related to trade finance,2
7241,2021-05-22,7428,expense related to marketing campaigns,9
7242,2022-01-26,8942,expense related to marketing campaigns,9
7243,2022-05-21,5993,expense related to compliance monitoring,6
7244,2020-06-01,7011,expense related to savings account,1
7245,2020-02-05,2460,expense related to investment management,4
7246,2021-11-03,1072,expense related to capital market operations,3
7247,2021-10-26,8614,expense related to marketing campaigns,9
7248,2021-09-01,2990,expense related to commercial loans,2
7249,2022-02-05,7088,expense related to back-office operations,5
7250,2023-01-31,2926,expense related to capital market operations,3
7251,2022-06-09,9468,expense related to mergers and acquisitions,3
7252,2022-07-25,4361,expense related to cybersecurity measures,5
7253,2020-05-16,6749,expense related to internal controls,6
7254,2022-04-14,8422,expense related to customer acquisition strategies,9
7255,2022-06-01,7594,expense related to cash management for businesses,2
7256,2021-02-14,5106,expense related to cash management for businesses,2
7257,2021-04-24,4002,expense related to compliance monitoring,6
7258,2021-06-04,7838,expense related to cybersecurity measures,5
7259,2019-10-29,3377,expense related to savings account,1
7260,2019-09-11,6770,expense related to mergers and acquisitions,3
7261,2022-10-30,1745,expense related to commercial loans,2
7262,2020-09-22,5100,expense related to financial planning,4
7263,2022-12-13,9476,expense related to capital market operations,3
7264,2021-01-07,4595,expense related to commercial loans,2
7265,2020-09-24,2431,expense related to market research,9
7266,2020-02-24,1592,expense related to internal controls,6
7267,2021-01-06,8985,expense related to mergers and acquisitions,3
7268,2021-08-10,5294,expense related to capital market operations,3
7269,2021-06-17,9815,expense related to mergers and acquisitions,3
7270,2022-04-30,7481,expense related to risk assessment,6
7271,2020-02-24,4516,expense related to training and development,8
7272,2022-11-27,6801,expense related to mergers and acquisitions,3
7273,2022-06-19,8784,expense related to performance management,8
7274,2020-04-22,3113,expense related to employee recruitment,8
7275,2020-01-08,4673,expense related to risk assessment,6
7276,2021-12-25,6921,expense related to employee recruitment,8
7277,2022-02-08,5784,expense related to savings account,1
7278,2020-07-31,2919,expense related to compliance monitoring,6
7279,2021-12-09,6649,expense related to back-office operations,5
7280,2022-08-27,9171,expense related to employee recruitment,8
7281,2022-12-04,5885,expense related to market research,9
7282,2022-01-21,5887,expense related to liquidity management,7
7283,2022-06-18,2118,expense related to market research,9
7284,2021-06-08,5580,expense related to training and development,8
7285,2023-01-20,5230,expense related to market research,9
7286,2022-03-06,8517,expense related to risk assessment,6
7287,2023-04-28,2221,expense related to employee recruitment,8
7288,2022-09-03,5891,expense related to cybersecurity measures,5
7289,2020-02-26,6400,expense related to financial planning,4
7290,2022-03-17,7046,expense related to financial planning,4
7291,2021-09-20,6884,expense related to credit cards,1
7292,2021-05-05,7198,expense related to capital market operations,3
7293,2019-09-24,4276,expense related to trade finance,2
7294,2021-10-04,8826,expense related to technology upgrades,5
7295,2019-07-05,2312,expense related to savings account,1
7296,2020-11-07,8314,expense related to customer acquisition strategies,9
7297,2020-11-17,7248,expense related to checking account,1
7298,2022-01-15,8052,expense related to trading operations,7
7299,2021-03-06,3206,expense related to risk assessment,6
7300,2022-09-08,1926,expense related to capital market operations,3
7301,2023-06-23,3247,expense related to market research,9
7302,2020-02-06,7250,expense related to capital market operations,3
7303,2023-02-23,4454,expense related to liquidity management,7
7304,2022-11-14,9168,expense related to cybersecurity measures,5
7305,2022-02-17,3131,expense related to trading operations,7
7306,2021-06-17,4770,expense related to market research,9
7307,2022-08-12,4324,expense related to capital market operations,3
7308,2020-09-17,6335,expense related to trading operations,7
7309,2022-03-13,1369,expense related to performance management,8
7310,2020-05-03,4982,expense related to customer acquisition strategies,9
7311,2022-06-01,3304,expense related to personalized advisory services for affluent customers,4
7312,2022-04-19,3086,expense related to commercial loans,2
7313,2022-07-17,8449,expense related to internal controls,6
7314,2019-11-29,6007,expense related to performance management,8
7315,2022-07-27,3451,expense related to mergers and acquisitions,3
7316,2020-06-14,7884,expense related to personalized advisory services for affluent customers,4
7317,2021-05-22,4323,expense related to treasury activities,7
7318,2020-12-15,5507,expense related to capital market operations,3
7319,2023-01-13,1012,expense related to mergers and acquisitions,3
7320,2021-06-02,5329,expense related to technology upgrades,5
7321,2021-10-18,2072,expense related to performance management,8
7322,2021-07-07,1355,expense related to customer acquisition strategies,9
7323,2020-04-11,4863,expense related to risk assessment,6
7324,2022-04-17,2254,expense related to mergers and acquisitions,3
7325,2022-12-23,6672,expense related to commercial loans,2
7326,2020-06-02,8608,expense related to liquidity management,7
7327,2023-03-07,1916,expense related to marketing campaigns,9
7328,2020-12-27,1860,expense related to savings account,1
7329,2021-02-21,2643,expense related to marketing campaigns,9
7330,2022-02-24,9936,expense related to trade finance,2
7331,2019-08-22,5379,expense related to capital market operations,3
7332,2023-06-27,2147,expense related to back-office operations,5
7333,2020-09-11,9210,expense related to commercial loans,2
7334,2023-05-18,8261,expense related to credit cards,1
7335,2021-11-16,4673,expense related to customer acquisition strategies,9
7336,2023-02-14,6989,expense related to back-office operations,5
7337,2020-05-03,9580,expense related to back-office operations,5
7338,2022-01-23,9859,expense related to investment management,4
7339,2019-12-06,7643,expense related to technology upgrades,5
7340,2020-07-21,9917,expense related to cybersecurity measures,5
7341,2021-02-02,8297,expense related to employee recruitment,8
7342,2022-01-06,4039,expense related to technology upgrades,5
7343,2022-10-22,2759,expense related to risk assessment,6
7344,2022-08-15,4694,expense related to savings account,1
7345,2021-05-22,5540,expense related to commercial loans,2
7346,2020-12-28,7001,expense related to investment management,4
7347,2021-07-24,2420,expense related to financial planning,4
7348,2020-05-12,1583,expense related to internal controls,6
7349,2021-12-23,7997,expense related to mergers and acquisitions,3
7350,2022-10-09,7138,expense related to cybersecurity measures,5
7351,2020-12-19,9310,expense related to credit cards,1
7352,2020-08-10,1948,expense related to marketing campaigns,9
7353,2022-07-01,2831,expense related to training and development,8
7354,2019-07-27,8685,expense related to employee recruitment,8
7355,2021-02-12,5122,expense related to capital market operations,3
7356,2022-02-24,6664,expense related to cash management for businesses,2
7357,2022-11-19,8370,expense related to trading operations,7
7358,2023-04-03,5631,expense related to investment management,4
7359,2021-03-15,5042,expense related to treasury activities,7
7360,2021-07-25,2240,expense related to financial planning,4
7361,2023-03-18,1326,expense related to risk assessment,6
7362,2020-08-01,7871,expense related to commercial loans,2
7363,2020-11-02,1035,expense related to customer acquisition strategies,9
7364,2023-01-23,6518,expense related to technology upgrades,5
7365,2021-01-14,2625,expense related to trade finance,2
7366,2023-02-03,9273,expense related to market research,9
7367,2023-02-26,4546,expense related to mergers and acquisitions,3
7368,2021-09-06,1261,expense related to trade finance,2
7369,2023-01-30,8923,expense related to investment management,4
7370,2023-03-15,4826,expense related to investment management,4
7371,2021-04-04,2791,expense related to back-office operations,5
7372,2020-11-14,8757,expense related to capital market operations,3
7373,2023-06-16,2602,expense related to liquidity management,7
7374,2021-07-16,8000,expense related to risk assessment,6
7375,2020-03-26,2207,expense related to mergers and acquisitions,3
7376,2020-06-04,3598,expense related to treasury activities,7
7377,2021-12-23,7877,expense related to risk assessment,6
7378,2023-03-18,8448,expense related to customer acquisition strategies,9
7379,2021-12-21,1397,expense related to back-office operations,5
7380,2021-03-21,9722,expense related to credit cards,1
7381,2022-07-24,8355,expense related to cash management for businesses,2
7382,2020-10-07,3285,expense related to back-office operations,5
7383,2022-03-11,4573,expense related to back-office operations,5
7384,2022-11-05,9278,expense related to trading operations,7
7385,2020-09-28,3909,expense related to customer acquisition strategies,9
7386,2021-08-23,5487,expense related to checking account,1
7387,2019-12-11,2959,expense related to investment management,4
7388,2021-03-30,4905,expense related to personalized advisory services for affluent customers,4
7389,2023-05-01,3379,expense related to internal controls,6
7390,2022-02-13,3128,expense related to credit cards,1
7391,2022-01-27,2953,expense related to trading operations,7
7392,2023-01-16,6039,expense related to savings account,1
7393,2022-05-24,5422,expense related to financial planning,4
7394,2022-08-24,7178,expense related to marketing campaigns,9
7395,2021-11-26,5156,expense related to cybersecurity measures,5
7396,2020-07-10,6918,expense related to technology upgrades,5
7397,2021-01-18,7933,expense related to commercial loans,2
7398,2019-07-15,1820,expense related to cash management for businesses,2
7399,2023-03-10,4985,expense related to credit cards,1
7400,2023-01-20,4361,expense related to employee recruitment,8
7401,2019-07-19,8828,expense related to investment management,4
7402,2022-01-30,2832,expense related to mergers and acquisitions,3
7403,2021-05-01,4213,expense related to capital market operations,3
7404,2023-05-27,8282,expense related to credit cards,1
7405,2021-09-30,3738,expense related to investment management,4
7406,2022-06-30,3948,expense related to mergers and acquisitions,3
7407,2019-09-29,4830,expense related to customer acquisition strategies,9
7408,2021-03-19,6472,expense related to personalized advisory services for affluent customers,4
7409,2021-12-31,1605,expense related to customer acquisition strategies,9
7410,2020-03-18,7621,expense related to liquidity management,7
7411,2020-04-10,8746,expense related to cash management for businesses,2
7412,2019-12-31,9784,expense related to commercial loans,2
7413,2019-07-23,9889,expense related to personalized advisory services for affluent customers,4
7414,2022-10-25,5029,expense related to savings account,1
7415,2023-01-18,4171,expense related to capital market operations,3
7416,2021-09-12,3656,expense related to technology upgrades,5
7417,2023-04-13,8532,expense related to personalized advisory services for affluent customers,4
7418,2023-01-09,8545,expense related to investment management,4
7419,2020-07-20,6855,expense related to marketing campaigns,9
7420,2019-12-27,2769,expense related to liquidity management,7
7421,2022-04-20,3776,expense related to credit cards,1
7422,2020-11-18,3079,expense related to personalized advisory services for affluent customers,4
7423,2021-10-02,4953,expense related to performance management,8
7424,2021-03-10,5285,expense related to liquidity management,7
7425,2020-01-24,4122,expense related to credit cards,1
7426,2022-07-02,4936,expense related to employee recruitment,8
7427,2020-06-24,3301,expense related to investment management,4
7428,2021-12-09,4793,expense related to performance management,8
7429,2020-02-25,9802,expense related to market research,9
7430,2021-07-27,2905,expense related to cybersecurity measures,5
7431,2022-06-02,2592,expense related to trade finance,2
7432,2020-07-05,1596,expense related to trading operations,7
7433,2019-08-30,8994,expense related to marketing campaigns,9
7434,2021-07-21,8738,expense related to savings account,1
7435,2023-06-29,3249,expense related to risk assessment,6
7436,2021-08-08,4188,expense related to financial planning,4
7437,2023-06-11,4370,expense related to capital market operations,3
7438,2021-03-14,7464,expense related to customer acquisition strategies,9
7439,2022-12-28,7149,expense related to trading operations,7
7440,2020-03-20,9697,expense related to financial planning,4
7441,2021-04-01,1697,expense related to compliance monitoring,6
7442,2020-11-13,7321,expense related to trade finance,2
7443,2021-06-03,1828,expense related to capital market operations,3
7444,2020-02-28,8651,expense related to checking account,1
7445,2019-10-26,3275,expense related to marketing campaigns,9
7446,2022-08-24,9725,expense related to trading operations,7
7447,2020-05-25,9456,expense related to cybersecurity measures,5
7448,2021-06-27,8549,expense related to credit cards,1
7449,2022-09-18,3234,expense related to internal controls,6
7450,2020-06-29,9073,expense related to mergers and acquisitions,3
7451,2020-02-04,5076,expense related to mergers and acquisitions,3
7452,2022-12-01,6211,expense related to cash management for businesses,2
7453,2019-11-07,3161,expense related to internal controls,6
7454,2020-05-05,2605,expense related to customer acquisition strategies,9
7455,2022-01-11,4685,expense related to training and development,8
7456,2022-05-12,2911,expense related to employee recruitment,8
7457,2020-05-30,4365,expense related to mergers and acquisitions,3
7458,2022-12-02,7311,expense related to checking account,1
7459,2022-03-25,7802,expense related to performance management,8
7460,2019-07-15,5597,expense related to marketing campaigns,9
7461,2020-01-31,2586,expense related to internal controls,6
7462,2019-12-26,8690,expense related to personalized advisory services for affluent customers,4
7463,2020-01-31,7857,expense related to trading operations,7
7464,2019-08-11,3286,expense related to mergers and acquisitions,3
7465,2023-04-24,4098,expense related to mergers and acquisitions,3
7466,2021-01-01,8496,expense related to commercial loans,2
7467,2022-07-21,5978,expense related to trade finance,2
7468,2021-07-28,4775,expense related to capital market operations,3
7469,2020-05-09,7745,expense related to checking account,1
7470,2020-04-22,8651,expense related to back-office operations,5
7471,2019-08-26,5981,expense related to financial planning,4
7472,2020-01-23,5795,expense related to checking account,1
7473,2019-09-17,6450,expense related to checking account,1
7474,2022-04-22,3093,expense related to personalized advisory services for affluent customers,4
7475,2021-05-01,7163,expense related to internal controls,6
7476,2021-12-23,3152,expense related to mergers and acquisitions,3
7477,2019-10-09,7280,expense related to cybersecurity measures,5
7478,2022-06-27,5437,expense related to credit cards,1
7479,2021-06-01,5803,expense related to compliance monitoring,6
7480,2021-08-19,5517,expense related to treasury activities,7
7481,2021-04-30,1111,expense related to internal controls,6
7482,2020-02-08,1977,expense related to savings account,1
7483,2021-12-07,5122,expense related to trade finance,2
7484,2021-11-19,7671,expense related to internal controls,6
7485,2021-02-03,2693,expense related to customer acquisition strategies,9
7486,2021-07-12,9218,expense related to trading operations,7
7487,2019-11-02,7218,expense related to employee recruitment,8
7488,2021-07-27,8411,expense related to back-office operations,5
7489,2019-08-11,6332,expense related to cybersecurity measures,5
7490,2023-03-18,3048,expense related to cybersecurity measures,5
7491,2019-10-28,1236,expense related to liquidity management,7
7492,2022-04-27,2378,expense related to cash management for businesses,2
7493,2021-11-13,4048,expense related to market research,9
7494,2023-02-05,9929,expense related to trading operations,7
7495,2023-01-04,6914,expense related to trading operations,7
7496,2021-08-05,8594,expense related to personalized advisory services for affluent customers,4
7497,2020-12-08,9271,expense related to internal controls,6
7498,2021-06-19,8841,expense related to commercial loans,2
7499,2023-02-03,6041,expense related to back-office operations,5
7500,2020-11-04,4468,expense related to risk assessment,6
7501,2019-08-24,2251,expense related to commercial loans,2
7502,2019-08-26,7725,expense related to customer acquisition strategies,9
7503,2021-05-28,1149,expense related to capital market operations,3
7504,2019-08-29,8854,expense related to market research,9
7505,2020-10-29,9313,expense related to compliance monitoring,6
7506,2022-01-19,3101,expense related to trading operations,7
7507,2020-02-09,6440,expense related to capital market operations,3
7508,2020-08-05,4874,expense related to back-office operations,5
7509,2021-09-18,5546,expense related to credit cards,1
7510,2021-11-11,9329,expense related to back-office operations,5
7511,2021-04-10,2336,expense related to mergers and acquisitions,3
7512,2019-09-12,7643,expense related to employee recruitment,8
7513,2020-01-13,7515,expense related to mergers and acquisitions,3
7514,2021-08-10,8177,expense related to performance management,8
7515,2020-06-22,3255,expense related to investment management,4
7516,2019-09-05,2873,expense related to capital market operations,3
7517,2020-02-13,6454,expense related to savings account,1
7518,2021-07-11,9797,expense related to employee recruitment,8
7519,2023-03-30,3000,expense related to marketing campaigns,9
7520,2021-05-13,5568,expense related to cash management for businesses,2
7521,2021-05-08,1729,expense related to customer acquisition strategies,9
7522,2020-08-23,7903,expense related to customer acquisition strategies,9
7523,2019-07-14,5490,expense related to customer acquisition strategies,9
7524,2020-01-07,7240,expense related to liquidity management,7
7525,2021-09-06,6688,expense related to commercial loans,2
7526,2021-12-22,9507,expense related to compliance monitoring,6
7527,2022-05-23,3241,expense related to back-office operations,5
7528,2020-11-29,5035,expense related to mergers and acquisitions,3
7529,2022-09-25,2529,expense related to mergers and acquisitions,3
7530,2020-01-13,1484,expense related to employee recruitment,8
7531,2020-06-19,5180,expense related to market research,9
7532,2021-08-23,1077,expense related to employee recruitment,8
7533,2022-09-09,4612,expense related to training and development,8
7534,2022-07-05,4258,expense related to marketing campaigns,9
7535,2020-06-20,8810,expense related to risk assessment,6
7536,2021-08-30,3356,expense related to savings account,1
7537,2021-06-11,6924,expense related to treasury activities,7
7538,2022-05-04,9538,expense related to customer acquisition strategies,9
7539,2020-09-11,3291,expense related to personalized advisory services for affluent customers,4
7540,2019-08-06,3221,expense related to marketing campaigns,9
7541,2020-11-09,9066,expense related to technology upgrades,5
7542,2019-11-16,8586,expense related to market research,9
7543,2022-09-01,8553,expense related to credit cards,1
7544,2022-04-28,8249,expense related to performance management,8
7545,2020-12-21,8128,expense related to checking account,1
7546,2023-04-25,5324,expense related to market research,9
7547,2021-06-05,6447,expense related to market research,9
7548,2020-03-13,5052,expense related to technology upgrades,5
7549,2021-09-09,7107,expense related to personalized advisory services for affluent customers,4
7550,2020-08-24,2633,expense related to internal controls,6
7551,2022-08-23,1569,expense related to technology upgrades,5
7552,2019-09-04,1217,expense related to back-office operations,5
7553,2022-04-20,8192,expense related to treasury activities,7
7554,2021-09-23,3134,expense related to performance management,8
7555,2019-07-26,4989,expense related to cash management for businesses,2
7556,2021-12-14,9649,expense related to capital market operations,3
7557,2021-03-29,5659,expense related to trade finance,2
7558,2020-08-15,7187,expense related to performance management,8
7559,2020-11-24,6939,expense related to technology upgrades,5
7560,2022-04-16,1121,expense related to performance management,8
7561,2020-06-29,2154,expense related to trade finance,2
7562,2022-11-16,8231,expense related to back-office operations,5
7563,2019-12-05,1910,expense related to performance management,8
7564,2021-04-02,3653,expense related to checking account,1
7565,2023-01-05,5253,expense related to trading operations,7
7566,2020-05-25,2796,expense related to liquidity management,7
7567,2021-05-11,6770,expense related to risk assessment,6
7568,2019-07-06,7311,expense related to treasury activities,7
7569,2022-12-18,5881,expense related to customer acquisition strategies,9
7570,2020-11-02,9329,expense related to commercial loans,2
7571,2022-05-26,8849,expense related to cybersecurity measures,5
7572,2023-01-07,3417,expense related to capital market operations,3
7573,2020-01-23,7883,expense related to market research,9
7574,2023-06-18,4222,expense related to mergers and acquisitions,3
7575,2022-12-19,4140,expense related to training and development,8
7576,2022-02-07,5386,expense related to risk assessment,6
7577,2021-01-29,8321,expense related to savings account,1
